country;ifs;wdi;year;directedcredit;creditceilings;creditcontrols;intratecontrols;entrybarriers;bankingsuperv;privatization;intlcapital;securitymarkets;finreform;finreform_n;large_reversal;reversal;reform;large_reform;status_quo;Advanced;Emerging_Asia;Latin_America;SSA;Transition;MENA
Albania;914;ALB;1991;0;0;0;0;0;0;0;2;0;2;0.0952381;;;;;;0;0;0;0;1;0
Albania;914;ALB;1992;1;0;0.75;0;1;0;0;2;0;3.75;0.1785714;0;0;1;0;0;0;0;0;0;1;0
Albania;914;ALB;1993;1;0;0.75;0;3;0;0;3;1;7.75;0.3690476;0;0;0;1;0;0;0;0;0;1;0
Albania;914;ALB;1994;2;0;1.5;0;3;0;0;3;1;8.5;0.4047619;0;0;1;0;0;0;0;0;0;1;0
Albania;914;ALB;1995;2;0;1.5;0;3;0;0;3;1;8.5;0.4047619;0;0;0;0;1;0;0;0;0;1;0
Albania;914;ALB;1996;2;0;1.5;0;3;1;0;3;1;9.5;0.452381;0;0;1;0;0;0;0;0;0;1;0
Albania;914;ALB;1997;2;0;1.5;1;3;1;0;3;1;10.5;0.5;0;0;1;0;0;0;0;0;0;1;0
Albania;914;ALB;1998;2;0;1.5;1;3;1;0;3;1;10.5;0.5;0;0;0;0;1;0;0;0;0;1;0
Albania;914;ALB;1999;2;1;2.25;1;3;2;0;3;1;12.25;0.5833333;0;0;1;0;0;0;0;0;0;1;0
Albania;914;ALB;2000;2;1;2.25;3;3;2;0;3;1;14.25;0.6785714;0;0;1;0;0;0;0;0;0;1;0
Albania;914;ALB;2001;2;1;2.25;3;3;2;0;3;1;14.25;0.6785714;0;0;0;0;1;0;0;0;0;1;0
Albania;914;ALB;2002;2;1;2.25;3;3;2;0;3;1;14.25;0.6785714;0;0;0;0;1;0;0;0;0;1;0
Albania;914;ALB;2003;3;1;3;3;3;2;0;3;0;14;0.6666667;0;1;0;0;0;0;0;0;0;1;0
Albania;914;ALB;2004;3;1;3;3;3;2;3;3;0;17;0.8095238;0;0;0;1;0;0;0;0;0;1;0
Albania;914;ALB;2005;3;1;3;3;3;3;3;3;0;18;0.8571429;0;0;1;0;0;0;0;0;0;1;0
Algeria;612;DZA;1973;1;1;1.5;0;1;0;0;0;0;2.5;0.1190476;;;;;;0;0;0;0;0;1
Algeria;612;DZA;1974;1;1;1.5;0;1;0;0;0;0;2.5;0.1190476;0;0;0;0;1;0;0;0;0;0;1
Algeria;612;DZA;1975;1;1;1.5;0;1;0;0;0;0;2.5;0.1190476;0;0;0;0;1;0;0;0;0;0;1
Algeria;612;DZA;1976;1;1;1.5;0;1;0;0;0;0;2.5;0.1190476;0;0;0;0;1;0;0;0;0;0;1
Algeria;612;DZA;1977;1;1;1.5;0;1;0;0;0;0;2.5;0.1190476;0;0;0;0;1;0;0;0;0;0;1
Algeria;612;DZA;1978;1;1;1.5;0;1;0;0;0;0;2.5;0.1190476;0;0;0;0;1;0;0;0;0;0;1
Algeria;612;DZA;1979;1;1;1.5;0;1;0;0;0;0;2.5;0.1190476;0;0;0;0;1;0;0;0;0;0;1
Algeria;612;DZA;1980;1;1;1.5;0;1;0;0;0;0;2.5;0.1190476;0;0;0;0;1;0;0;0;0;0;1
Algeria;612;DZA;1981;1;1;1.5;0;1;0;0;0;0;2.5;0.1190476;0;0;0;0;1;0;0;0;0;0;1
Algeria;612;DZA;1982;1;1;1.5;0;1;0;0;0;0;2.5;0.1190476;0;0;0;0;1;0;0;0;0;0;1
Algeria;612;DZA;1983;1;1;1.5;0;2;0;0;0;0;3.5;0.1666667;0;0;1;0;0;0;0;0;0;0;1
Algeria;612;DZA;1984;1;1;1.5;0;2;0;0;0;0;3.5;0.1666667;0;0;0;0;1;0;0;0;0;0;1
Algeria;612;DZA;1985;1;1;1.5;0;2;0;0;0;0;3.5;0.1666667;0;0;0;0;1;0;0;0;0;0;1
Algeria;612;DZA;1986;1;1;1.5;0;2;0;0;0;0;3.5;0.1666667;0;0;0;0;1;0;0;0;0;0;1
Algeria;612;DZA;1987;1;1;1.5;0;2;0;0;0;0;3.5;0.1666667;0;0;0;0;1;0;0;0;0;0;1
Algeria;612;DZA;1988;1;1;1.5;0;2;0;0;0;0;3.5;0.1666667;0;0;0;0;1;0;0;0;0;0;1
Algeria;612;DZA;1989;1;0;0.75;1;2;0;0;0;0;3.75;0.1785714;0;0;1;0;0;0;0;0;0;0;1
Algeria;612;DZA;1990;1;1;1.5;1;3;0;0;1;0;6.5;0.3095238;0;0;0;1;0;0;0;0;0;0;1
Algeria;612;DZA;1991;1;1;1.5;1;3;0;0;1;0;6.5;0.3095238;0;0;0;0;1;0;0;0;0;0;1
Algeria;612;DZA;1992;1;1;1.5;1;3;0;0;1;0;6.5;0.3095238;0;0;0;0;1;0;0;0;0;0;1
Algeria;612;DZA;1993;1;1;1.5;1;3;0;0;1;0;6.5;0.3095238;0;0;0;0;1;0;0;0;0;0;1
Algeria;612;DZA;1994;1;1;1.5;3;3;0;0;1;0;8.5;0.4047619;0;0;1;0;0;0;0;0;0;0;1
Algeria;612;DZA;1995;2;1;2.25;3;3;0;0;1;1;10.25;0.4880952;0;0;1;0;0;0;0;0;0;0;1
Algeria;612;DZA;1996;2;1;2.25;3;3;0;0;1;1;10.25;0.4880952;0;0;0;0;1;0;0;0;0;0;1
Algeria;612;DZA;1997;2;1;2.25;3;3;0;0;1;1;10.25;0.4880952;0;0;0;0;1;0;0;0;0;0;1
Algeria;612;DZA;1998;2;1;2.25;3;3;0;0;1;1;10.25;0.4880952;0;0;0;0;1;0;0;0;0;0;1
Algeria;612;DZA;1999;2;1;2.25;3;3;1;0;1;1;11.25;0.5357143;0;0;1;0;0;0;0;0;0;0;1
Algeria;612;DZA;2000;2;1;2.25;3;3;1;0;1;1;11.25;0.5357143;0;0;0;0;1;0;0;0;0;0;1
Algeria;612;DZA;2001;2;1;2.25;3;3;1;0;1;1;11.25;0.5357143;0;0;0;0;1;0;0;0;0;0;1
Algeria;612;DZA;2002;2;1;2.25;3;3;1;0;1;1;11.25;0.5357143;0;0;0;0;1;0;0;0;0;0;1
Algeria;612;DZA;2003;2;1;2.25;3;3;1;0;1;1;11.25;0.5357143;0;0;0;0;1;0;0;0;0;0;1
Algeria;612;DZA;2004;2;1;2.25;3;3;1;0;1;1;11.25;0.5357143;0;0;0;0;1;0;0;0;0;0;1
Algeria;612;DZA;2005;2;1;2.25;3;3;1;0;1;1;11.25;0.5357143;0;0;0;0;1;0;0;0;0;0;1
Argentina;213;ARG;1973;0;;0;0;0;0;0;0;0;0;0;;;;;;0;0;1;0;0;0
Argentina;213;ARG;1974;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0
Argentina;213;ARG;1975;0;;0;1;0;0;0;0;0;1;0.047619;0;0;1;0;0;0;0;1;0;0;0
Argentina;213;ARG;1976;0;;0;1;0;0;0;0;0;1;0.047619;0;0;0;0;1;0;0;1;0;0;0
Argentina;213;ARG;1977;2;;2;3;1;0;0;3;0;9;0.4285714;0;0;0;1;0;0;0;1;0;0;0
Argentina;213;ARG;1978;2;;2;3;1;0;0;3;0;9;0.4285714;0;0;0;0;1;0;0;1;0;0;0
Argentina;213;ARG;1979;2;;2;3;1;0;0;3;0;9;0.4285714;0;0;0;0;1;0;0;1;0;0;0
Argentina;213;ARG;1980;2;;2;3;1;0;0;3;0;9;0.4285714;0;0;0;0;1;0;0;1;0;0;0
Argentina;213;ARG;1981;2;;2;3;1;0;0;2;0;8;0.3809524;0;1;0;0;0;0;0;1;0;0;0
Argentina;213;ARG;1982;0;;0;0;1;0;0;1;0;2;0.0952381;1;0;0;0;0;0;0;1;0;0;0
Argentina;213;ARG;1983;0;;0;0;1;0;0;1;0;2;0.0952381;0;0;0;0;1;0;0;1;0;0;0
Argentina;213;ARG;1984;0;;0;0;1;0;0;1;0;2;0.0952381;0;0;0;0;1;0;0;1;0;0;0
Argentina;213;ARG;1985;0;;0;0;1;0;0;1;0;2;0.0952381;0;0;0;0;1;0;0;1;0;0;0
Argentina;213;ARG;1986;0;;0;0;1;0;0;1;0;2;0.0952381;0;0;0;0;1;0;0;1;0;0;0
Argentina;213;ARG;1987;0;;0;2;1;0;0;0;0;3;0.1428571;0;0;1;0;0;0;0;1;0;0;0
Argentina;213;ARG;1988;0;;0;2;1;0;0;0;0;3;0.1428571;0;0;0;0;1;0;0;1;0;0;0
Argentina;213;ARG;1989;0;;0;2;1;0;0;2;1;6;0.2857143;0;0;0;1;0;0;0;1;0;0;0
Argentina;213;ARG;1990;0;;0;2;1;0;0;3;1;7;0.3333333;0;0;1;0;0;0;0;1;0;0;0
Argentina;213;ARG;1991;0;;0;3;1;0;0;3;3;10;0.4761905;0;0;0;1;0;0;0;1;0;0;0
Argentina;213;ARG;1992;2;;2;3;1;1;1;3;3;14;0.6666667;0;0;0;1;0;0;0;1;0;0;0
Argentina;213;ARG;1993;2;;2;3;3;1;1;3;3;16;0.7619048;0;0;1;0;0;0;0;1;0;0;0
Argentina;213;ARG;1994;2;;2;3;3;1;1;3;3;16;0.7619048;0;0;0;0;1;0;0;1;0;0;0
Argentina;213;ARG;1995;3;;3;3;3;1;1;3;3;17;0.8095238;0;0;1;0;0;0;0;1;0;0;0
Argentina;213;ARG;1996;3;;3;3;3;1;1;3;3;17;0.8095238;0;0;0;0;1;0;0;1;0;0;0
Argentina;213;ARG;1997;3;;3;3;3;1;1;3;3;17;0.8095238;0;0;0;0;1;0;0;1;0;0;0
Argentina;213;ARG;1998;3;;3;3;3;1;1;3;3;17;0.8095238;0;0;0;0;1;0;0;1;0;0;0
Argentina;213;ARG;1999;3;;3;3;3;1;1;2;3;16;0.7619048;0;1;0;0;0;0;0;1;0;0;0
Argentina;213;ARG;2000;3;;3;3;3;1;1;2;3;16;0.7619048;0;0;0;0;1;0;0;1;0;0;0
Argentina;213;ARG;2001;2;;2;3;3;1;1;1;3;14;0.6666667;0;1;0;0;0;0;0;1;0;0;0
Argentina;213;ARG;2002;2;;2;3;3;1;1;1;3;14;0.6666667;0;0;0;0;1;0;0;1;0;0;0
Argentina;213;ARG;2003;2;;2;3;3;2;1;1;3;15;0.7142857;0;0;1;0;0;0;0;1;0;0;0
Argentina;213;ARG;2004;2;;2;3;3;2;1;1;3;15;0.7142857;0;0;0;0;1;0;0;1;0;0;0
Argentina;213;ARG;2005;2;;2;3;3;2;1;1;3;15;0.7142857;0;0;0;0;1;0;0;1;0;0;0
Australia;193;AUS;1973;0;;0;0;0;0;0;0;2;2;0.0952381;;;;;;1;0;0;0;0;0
Australia;193;AUS;1974;0;;0;0;0;0;0;0;2;2;0.0952381;0;0;0;0;1;1;0;0;0;0;0
Australia;193;AUS;1975;0;;0;0;0;0;0;0;2;2;0.0952381;0;0;0;0;1;1;0;0;0;0;0
Australia;193;AUS;1976;0;;0;0;0;0;0;0;2;2;0.0952381;0;0;0;0;1;1;0;0;0;0;0
Australia;193;AUS;1977;0;;0;0;0;0;0;0;2;2;0.0952381;0;0;0;0;1;1;0;0;0;0;0
Australia;193;AUS;1978;0;;0;0;0;0;0;0;2;2;0.0952381;0;0;0;0;1;1;0;0;0;0;0
Australia;193;AUS;1979;0;;0;0;0;0;0;0;2;2;0.0952381;0;0;0;0;1;1;0;0;0;0;0
Australia;193;AUS;1980;0;;0;0;0;0;0;0;2;2;0.0952381;0;0;0;0;1;1;0;0;0;0;0
Australia;193;AUS;1981;0;;0;1;0;0;0;0;2;3;0.1428571;0;0;1;0;0;1;0;0;0;0;0
Australia;193;AUS;1982;2;;2;1;1;0;0;0;2;6;0.2857143;0;0;0;1;0;1;0;0;0;0;0
Australia;193;AUS;1983;2;;2;1;1;0;0;1;2;7;0.3333333;0;0;1;0;0;1;0;0;0;0;0
Australia;193;AUS;1984;2;;2;1;1;0;0;3;3;10;0.4761905;0;0;0;1;0;1;0;0;0;0;0
Australia;193;AUS;1985;2;;2;3;2;0;0;3;3;13;0.6190476;0;0;0;1;0;1;0;0;0;0;0
Australia;193;AUS;1986;2;;2;2;2;0;0;3;3;12;0.5714286;0;1;0;0;0;1;0;0;0;0;0
Australia;193;AUS;1987;3;;3;3;2;0;0;3;3;14;0.6666667;0;0;1;0;0;1;0;0;0;0;0
Australia;193;AUS;1988;3;;3;3;2;1;0;3;3;15;0.7142857;0;0;1;0;0;1;0;0;0;0;0
Australia;193;AUS;1989;3;;3;3;2;1;0;3;3;15;0.7142857;0;0;0;0;1;1;0;0;0;0;0
Australia;193;AUS;1990;3;;3;3;2;1;0;3;3;15;0.7142857;0;0;0;0;1;1;0;0;0;0;0
Australia;193;AUS;1991;3;;3;3;2;1;0;3;3;15;0.7142857;0;0;0;0;1;1;0;0;0;0;0
Australia;193;AUS;1992;3;;3;3;2;3;0;3;3;17;0.8095238;0;0;1;0;0;1;0;0;0;0;0
Australia;193;AUS;1993;3;;3;3;2;3;0;3;3;17;0.8095238;0;0;0;0;1;1;0;0;0;0;0
Australia;193;AUS;1994;3;;3;3;2;3;3;3;3;20;0.952381;0;0;0;1;0;1;0;0;0;0;0
Australia;193;AUS;1995;3;;3;3;2;3;3;3;3;20;0.952381;0;0;0;0;1;1;0;0;0;0;0
Australia;193;AUS;1996;3;;3;3;2;3;3;3;3;20;0.952381;0;0;0;0;1;1;0;0;0;0;0
Australia;193;AUS;1997;3;;3;3;3;3;3;3;3;21;1;0;0;1;0;0;1;0;0;0;0;0
Australia;193;AUS;1998;3;;3;3;3;3;3;3;3;21;1;0;0;0;0;1;1;0;0;0;0;0
Australia;193;AUS;1999;3;;3;3;3;3;3;3;3;21;1;0;0;0;0;1;1;0;0;0;0;0
Australia;193;AUS;2000;3;;3;3;3;3;3;3;3;21;1;0;0;0;0;1;1;0;0;0;0;0
Australia;193;AUS;2001;3;;3;3;3;3;3;3;3;21;1;0;0;0;0;1;1;0;0;0;0;0
Australia;193;AUS;2002;3;;3;3;3;3;3;3;3;21;1;0;0;0;0;1;1;0;0;0;0;0
Australia;193;AUS;2003;3;;3;3;3;3;3;3;3;21;1;0;0;0;0;1;1;0;0;0;0;0
Australia;193;AUS;2004;3;;3;3;3;3;3;3;3;21;1;0;0;0;0;1;1;0;0;0;0;0
Australia;193;AUS;2005;3;;3;3;3;3;3;3;3;21;1;0;0;0;0;1;1;0;0;0;0;0
Austria;122;AUT;1973;1;0;0.75;0;0;0;0;1;1;2.75;0.1309524;;;;;;1;0;0;0;0;0
Austria;122;AUT;1974;1;0;0.75;0;0;0;0;1;1;2.75;0.1309524;0;0;0;0;1;1;0;0;0;0;0
Austria;122;AUT;1975;1;0;0.75;0;0;0;0;1;1;2.75;0.1309524;0;0;0;0;1;1;0;0;0;0;0
Austria;122;AUT;1976;1;0;0.75;0;0;0;0;1;2;3.75;0.1785714;0;0;1;0;0;1;0;0;0;0;0
Austria;122;AUT;1977;1;0;0.75;0;1;0;0;1;2;4.75;0.2261905;0;0;1;0;0;1;0;0;0;0;0
Austria;122;AUT;1978;1;0;0.75;0;1;0;0;1;2;4.75;0.2261905;0;0;0;0;1;1;0;0;0;0;0
Austria;122;AUT;1979;1;0;0.75;0;1;0;0;1;2;4.75;0.2261905;0;0;0;0;1;1;0;0;0;0;0
Austria;122;AUT;1980;1;0;0.75;3;1;0;0;1;2;7.75;0.3690476;0;0;0;1;0;1;0;0;0;0;0
Austria;122;AUT;1981;1;1;1.5;3;1;0;0;1;3;9.5;0.452381;0;0;1;0;0;1;0;0;0;0;0
Austria;122;AUT;1982;1;1;1.5;3;1;0;0;1;3;9.5;0.452381;0;0;0;0;1;1;0;0;0;0;0
Austria;122;AUT;1983;1;1;1.5;3;1;0;0;1;3;9.5;0.452381;0;0;0;0;1;1;0;0;0;0;0
Austria;122;AUT;1984;1;1;1.5;3;1;0;0;1;3;9.5;0.452381;0;0;0;0;1;1;0;0;0;0;0
Austria;122;AUT;1985;1;1;1.5;1;1;0;0;1;3;7.5;0.3571429;0;1;0;0;0;1;0;0;0;0;0
Austria;122;AUT;1986;1;1;1.5;1;1;0;0;1;3;7.5;0.3571429;0;0;0;0;1;1;0;0;0;0;0
Austria;122;AUT;1987;1;1;1.5;1;1;0;0;1;3;7.5;0.3571429;0;0;0;0;1;1;0;0;0;0;0
Austria;122;AUT;1988;1;1;1.5;1;1;0;0;1;3;7.5;0.3571429;0;0;0;0;1;1;0;0;0;0;0
Austria;122;AUT;1989;1;1;1.5;1;1;0;0;1;3;7.5;0.3571429;0;0;0;0;1;1;0;0;0;0;0
Austria;122;AUT;1990;1;1;1.5;1;1;0;0;3;3;9.5;0.452381;0;0;1;0;0;1;0;0;0;0;0
Austria;122;AUT;1991;1;1;1.5;1;2;0;0;3;3;10.5;0.5;0;0;1;0;0;1;0;0;0;0;0
Austria;122;AUT;1992;1;1;1.5;1;2;0;1;3;3;11.5;0.547619;0;0;1;0;0;1;0;0;0;0;0
Austria;122;AUT;1993;1;1;1.5;3;2;0;1;3;3;13.5;0.6428571;0;0;1;0;0;1;0;0;0;0;0
Austria;122;AUT;1994;1;1;1.5;3;3;1;2;3;3;16.5;0.7857143;0;0;0;1;0;1;0;0;0;0;0
Austria;122;AUT;1995;1;1;1.5;3;3;1;2;3;3;16.5;0.7857143;0;0;0;0;1;1;0;0;0;0;0
Austria;122;AUT;1996;1;1;1.5;3;3;1;2;3;3;16.5;0.7857143;0;0;0;0;1;1;0;0;0;0;0
Austria;122;AUT;1997;1;1;1.5;3;3;1;2;3;3;16.5;0.7857143;0;0;0;0;1;1;0;0;0;0;0
Austria;122;AUT;1998;1;1;1.5;3;3;1;3;3;3;17.5;0.8333333;0;0;1;0;0;1;0;0;0;0;0
Austria;122;AUT;1999;1;1;1.5;3;3;1;3;3;3;17.5;0.8333333;0;0;0;0;1;1;0;0;0;0;0
Austria;122;AUT;2000;1;1;1.5;3;3;1;3;3;3;17.5;0.8333333;0;0;0;0;1;1;0;0;0;0;0
Austria;122;AUT;2001;1;1;1.5;3;3;1;3;3;3;17.5;0.8333333;0;0;0;0;1;1;0;0;0;0;0
Austria;122;AUT;2002;1;1;1.5;3;3;3;3;3;3;19.5;0.9285714;0;0;1;0;0;1;0;0;0;0;0
Austria;122;AUT;2003;1;1;1.5;3;3;3;3;3;3;19.5;0.9285714;0;0;0;0;1;1;0;0;0;0;0
Austria;122;AUT;2004;1;1;1.5;3;3;3;3;3;3;19.5;0.9285714;0;0;0;0;1;1;0;0;0;0;0
Austria;122;AUT;2005;1;1;1.5;3;3;3;3;3;3;19.5;0.9285714;0;0;0;0;1;1;0;0;0;0;0
Azerbaijan;912;AZE;1991;1;;1;1;3;0;0;1;0;6;0.2857143;;;;;;0;0;0;0;1;0
Azerbaijan;912;AZE;1992;1;;1;1;3;0;0;1;0;6;0.2857143;0;0;0;0;1;0;0;0;0;1;0
Azerbaijan;912;AZE;1993;1;;1;1;3;0;0;1;0;6;0.2857143;0;0;0;0;1;0;0;0;0;1;0
Azerbaijan;912;AZE;1994;1;;1;1;3;0;0;1;0;6;0.2857143;0;0;0;0;1;0;0;0;0;1;0
Azerbaijan;912;AZE;1995;2;;2;1;3;0;0;3;0;9;0.4285714;0;0;0;1;0;0;0;0;0;1;0
Azerbaijan;912;AZE;1996;2;;2;3;2;0;0;3;1;11;0.5238096;0;0;1;0;0;0;0;0;0;1;0
Azerbaijan;912;AZE;1997;3;;3;3;0;0;0;3;1;10;0.4761905;0;1;0;0;0;0;0;0;0;1;0
Azerbaijan;912;AZE;1998;3;;3;3;0;0;0;3;1;10;0.4761905;0;0;0;0;1;0;0;0;0;1;0
Azerbaijan;912;AZE;1999;3;;3;3;0;0;0;3;1;10;0.4761905;0;0;0;0;1;0;0;0;0;1;0
Azerbaijan;912;AZE;2000;3;;3;3;0;0;0;3;1;10;0.4761905;0;0;0;0;1;0;0;0;0;1;0
Azerbaijan;912;AZE;2001;3;;3;3;0;1;0;3;1;11;0.5238096;0;0;1;0;0;0;0;0;0;1;0
Azerbaijan;912;AZE;2002;3;;3;3;2;1;0;3;1;13;0.6190476;0;0;1;0;0;0;0;0;0;1;0
Azerbaijan;912;AZE;2003;3;;3;3;2;1;0;3;1;13;0.6190476;0;0;0;0;1;0;0;0;0;1;0
Azerbaijan;912;AZE;2004;3;;3;3;3;2;0;3;1;15;0.7142857;0;0;1;0;0;0;0;0;0;1;0
Azerbaijan;912;AZE;2005;3;;3;3;3;2;1;3;1;16;0.7619048;0;0;1;0;0;0;0;0;0;1;0
Bangladesh;513;BGD;1973;0;;0;0;0;0;0;0;0;0;0;;;;;;0;1;0;0;0;0
Bangladesh;513;BGD;1974;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0
Bangladesh;513;BGD;1975;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0
Bangladesh;513;BGD;1976;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0
Bangladesh;513;BGD;1977;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0
Bangladesh;513;BGD;1978;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0
Bangladesh;513;BGD;1979;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0
Bangladesh;513;BGD;1980;0;;0;0;0;0;0;1;1;2;0.0952381;0;0;1;0;0;0;1;0;0;0;0
Bangladesh;513;BGD;1981;0;;0;0;0;0;0;1;1;2;0.0952381;0;0;0;0;1;0;1;0;0;0;0
Bangladesh;513;BGD;1982;0;;0;0;1;0;0;1;1;3;0.1428571;0;0;1;0;0;0;1;0;0;0;0
Bangladesh;513;BGD;1983;0;;0;0;1;0;0;1;1;3;0.1428571;0;0;0;0;1;0;1;0;0;0;0
Bangladesh;513;BGD;1984;0;;0;0;1;0;0;1;1;3;0.1428571;0;0;0;0;1;0;1;0;0;0;0
Bangladesh;513;BGD;1985;0;;0;0;1;0;0;1;1;3;0.1428571;0;0;0;0;1;0;1;0;0;0;0
Bangladesh;513;BGD;1986;1;;1;0;1;0;0;1;1;4;0.1904762;0;0;1;0;0;0;1;0;0;0;0
Bangladesh;513;BGD;1987;2;;2;0;1;0;0;1;1;5;0.2380952;0;0;1;0;0;0;1;0;0;0;0
Bangladesh;513;BGD;1988;2;;2;0;1;0;0;1;1;5;0.2380952;0;0;0;0;1;0;1;0;0;0;0
Bangladesh;513;BGD;1989;2;;2;0;1;0;0;1;1;5;0.2380952;0;0;0;0;1;0;1;0;0;0;0
Bangladesh;513;BGD;1990;2;;2;1;1;0;0;1;2;7;0.3333333;0;0;1;0;0;0;1;0;0;0;0
Bangladesh;513;BGD;1991;2;;2;1;1;0;0;1;2;7;0.3333333;0;0;0;0;1;0;1;0;0;0;0
Bangladesh;513;BGD;1992;2;;2;1;1;0;0;2;2;8;0.3809524;0;0;1;0;0;0;1;0;0;0;0
Bangladesh;513;BGD;1993;2;;2;1;1;0;0;2;2;8;0.3809524;0;0;0;0;1;0;1;0;0;0;0
Bangladesh;513;BGD;1994;2;;2;1;1;0;0;2;2;8;0.3809524;0;0;0;0;1;0;1;0;0;0;0
Bangladesh;513;BGD;1995;2;;2;1;1;0;0;2;2;8;0.3809524;0;0;0;0;1;0;1;0;0;0;0
Bangladesh;513;BGD;1996;2;;2;1;1;0;0;2;2;8;0.3809524;0;0;0;0;1;0;1;0;0;0;0
Bangladesh;513;BGD;1997;2;;2;1;1;0;0;2;2;8;0.3809524;0;0;0;0;1;0;1;0;0;0;0
Bangladesh;513;BGD;1998;2;;2;2;1;1;0;2;2;10;0.4761905;0;0;1;0;0;0;1;0;0;0;0
Bangladesh;513;BGD;1999;2;;2;2;1;1;0;2;2;10;0.4761905;0;0;0;0;1;0;1;0;0;0;0
Bangladesh;513;BGD;2000;2;;2;2;1;1;0;2;2;10;0.4761905;0;0;0;0;1;0;1;0;0;0;0
Bangladesh;513;BGD;2001;2;;2;2;1;1;0;2;2;10;0.4761905;0;0;0;0;1;0;1;0;0;0;0
Bangladesh;513;BGD;2002;2;;2;2;1;1;0;2;2;10;0.4761905;0;0;0;0;1;0;1;0;0;0;0
Bangladesh;513;BGD;2003;2;;2;2;1;1;0;2;2;10;0.4761905;0;0;0;0;1;0;1;0;0;0;0
Bangladesh;513;BGD;2004;2;;2;2;1;1;0;2;2;10;0.4761905;0;0;0;0;1;0;1;0;0;0;0
Bangladesh;513;BGD;2005;1;;1;2;2;1;1;2;2;11;0.5238096;0;0;1;0;0;0;1;0;0;0;0
Belarus;913;BLR;1992;1;1;1.5;0;3;0;0;0;1;5.5;0.2619048;;;;;;0;0;0;0;1;0
Belarus;913;BLR;1993;1;1;1.5;0;3;1;0;1;3;9.5;0.452381;0;0;0;1;0;0;0;0;0;1;0
Belarus;913;BLR;1994;1;1;1.5;0;3;1;0;1;3;9.5;0.452381;0;0;0;0;1;0;0;0;0;1;0
Belarus;913;BLR;1995;1;1;1.5;0;3;1;0;1;3;9.5;0.452381;0;0;0;0;1;0;0;0;0;1;0
Belarus;913;BLR;1996;1;1;1.5;0;3;1;0;1;3;9.5;0.452381;0;0;0;0;1;0;0;0;0;1;0
Belarus;913;BLR;1997;1;1;1.5;0;3;1;0;2;3;10.5;0.5;0;0;1;0;0;0;0;0;0;1;0
Belarus;913;BLR;1998;1;1;1.5;0;3;1;0;1;3;9.5;0.452381;0;1;0;0;0;0;0;0;0;1;0
Belarus;913;BLR;1999;1;1;1.5;0;3;1;0;1;3;9.5;0.452381;0;0;0;0;1;0;0;0;0;1;0
Belarus;913;BLR;2000;1;1;1.5;0;3;1;0;1;3;9.5;0.452381;0;0;0;0;1;0;0;0;0;1;0
Belarus;913;BLR;2001;1;1;1.5;0;3;1;0;1;3;9.5;0.452381;0;0;0;0;1;0;0;0;0;1;0
Belarus;913;BLR;2002;1;1;1.5;0;3;1;0;1;3;9.5;0.452381;0;0;0;0;1;0;0;0;0;1;0
Belarus;913;BLR;2003;1;1;1.5;0;3;1;0;2;3;10.5;0.5;0;0;1;0;0;0;0;0;0;1;0
Belarus;913;BLR;2004;1;1;1.5;0;3;1;0;3;3;11.5;0.547619;0;0;1;0;0;0;0;0;0;1;0
Belarus;913;BLR;2005;1;1;1.5;0;3;1;0;3;3;11.5;0.547619;0;0;0;0;1;0;0;0;0;1;0
Belgium;124;BEL;1973;2;0;1.5;1;1;1;2;0;2;8.5;0.4047619;;;;;;1;0;0;0;0;0
Belgium;124;BEL;1974;2;0;1.5;1;1;1;2;0;2;8.5;0.4047619;0;0;0;0;1;1;0;0;0;0;0
Belgium;124;BEL;1975;2;1;2.25;1;1;1;2;0;2;9.25;0.4404762;0;0;1;0;0;1;0;0;0;0;0
Belgium;124;BEL;1976;2;1;2.25;1;1;1;2;0;2;9.25;0.4404762;0;0;0;0;1;1;0;0;0;0;0
Belgium;124;BEL;1977;2;1;2.25;1;1;1;2;2;2;11.25;0.5357143;0;0;1;0;0;1;0;0;0;0;0
Belgium;124;BEL;1978;2;1;2.25;1;1;1;2;2;2;11.25;0.5357143;0;0;0;0;1;1;0;0;0;0;0
Belgium;124;BEL;1979;2;1;2.25;1;1;1;2;2;2;11.25;0.5357143;0;0;0;0;1;1;0;0;0;0;0
Belgium;124;BEL;1980;2;1;2.25;1;1;1;2;2;2;11.25;0.5357143;0;0;0;0;1;1;0;0;0;0;0
Belgium;124;BEL;1981;2;1;2.25;1;1;1;2;2;2;11.25;0.5357143;0;0;0;0;1;1;0;0;0;0;0
Belgium;124;BEL;1982;2;1;2.25;1;1;1;2;2;2;11.25;0.5357143;0;0;0;0;1;1;0;0;0;0;0
Belgium;124;BEL;1983;2;1;2.25;1;1;1;2;2;2;11.25;0.5357143;0;0;0;0;1;1;0;0;0;0;0
