Time,Time Code,Country Name,Country Code,Domestic credit to private sector (% of GDP) [FS.AST.PRVT.GD.ZS],Age dependency ratio old (% of working-age population) [SP.POP.DPND.OL],Population growth (annual %) [SP.POP.GROW],Population density (people per sq. km of land area) [EN.POP.DNST],Population in urban agglomerations of more than 1 million (% of total population) [EN.URB.MCTY.TL.ZS],Market capitalization of listed domestic companies (% of GDP) [CM.MKT.LCAP.GD.ZS],Inflation consumer prices (annual %) [FP.CPI.TOTL.ZG],Inflation GDP deflator (annual %) [NY.GDP.DEFL.KD.ZG],Adjusted savings: net national savings (% of GNI) [NY.ADJ.NNAT.GN.ZS],Coverage of unemployment benefits and ALMP (% of population) [per_lm_alllm.cov_pop_tot],Coverage of social insurance programs (% of population) [per_si_allsi.cov_pop_tot],Current health expenditure (% of GDP) [SH.XPD.CHEX.GD.ZS],Government expenditure per student tertiary (% of GDP per capita) [SE.XPD.TERT.PC.ZS],Government expenditure on education total (% of GDP) [SE.XPD.TOTL.GD.ZS],Current account balance (% of GDP) [BN.CAB.XOKA.GD.ZS],Net lending (+) / net borrowing (-) (% of GDP) [GC.NLD.TOTL.GD.ZS]
1962,YR1962,Netherlands,NLD,..,14.9060000044247,1.42447506739908,349.694579383886,15.8145026520688,..,2.43112264417808,0.758713635655226,..,..,..,..,..,..,..,..
1962,YR1962,New Zealand,NZL,..,14.3371540127463,2.54211212405058,9.42615168432646,18.9710717163578,..,2.68085396987464,..,..,..,..,..,..,..,..,..
1962,YR1962,Norway,NOR,..,18.1024420872037,0.80340155650308,9.96297817349498,16.2520287623959,..,5.27425952920734,4.76642231309316,..,..,..,..,..,..,..,..
1962,YR1962,Poland,POL,..,10.0190481639905,1.14315401418553,98.9536060596167,3.83185245063266,..,..,..,..,..,..,..,..,..,..,..
1962,YR1962,Portugal,PRT,..,13.2062570543967,0.721622435848292,98.2949180327869,26.9736273742952,..,2.6620641793477,0.676695903074346,..,..,..,..,..,..,..,..
1962,YR1962,Slovenia,SVN,..,12.7180763587779,0.595289738970183,79.6250744786495,..,..,..,..,..,..,..,..,..,..,..,..
1962,YR1962,Slovak Republic,SVK,..,11.6690227180548,1.10373125690825,88.1120166320166,..,..,..,..,..,..,..,..,..,..,..,..
1962,YR1962,Spain,ESP,..,13.1271466870726,0.920032286529714,62.074044579615,16.825095639203,..,5.70647719271312,6.09584162348557,..,..,..,..,..,..,..,..
1962,YR1962,Switzerland,CHE,97.5330944727786,15.7798745384131,2.53501253675864,141.009284557782,10.0945761565463,..,4.31599287754383,..,..,..,..,..,..,..,..,..
1962,YR1962,Sweden,SWE,35.3848364033332,18.353717742596,0.55153490392046,18.4276161232149,11.4819532616694,..,4.76619721905829,4.02026654752197,..,..,..,..,..,..,..,..
1962,YR1962,United Kingdom,GBR,17.4380535548127,18.4490626179531,0.848661387731873,220.104989046418,30.732165258216,..,4.19649888238551,3.36920532629799,..,..,..,..,..,..,..,..
1962,YR1962,United States,USA,75.5509382864024,15.430128642974,1.53799735825387,20.3667228593639,39.0132637853949,..,1.19877334820185,1.24463471200144,..,..,..,..,..,..,..,..
1963,YR1963,Australia,AUS,19.2824832319451,14.0801028624616,1.91781647792421,1.42535438605626,54.9989315068493,..,0.641025641025639,1.79111033796893,..,..,..,..,..,..,..,..
1963,YR1963,Austria,AUT,..,19.750158746986,0.642362670652079,86.8952651973844,22.6571881561541,..,2.7087669949983,3.67826612051867,..,..,..,..,..,..,..,..
1963,YR1963,Belgium,BEL,..,19.3092386225935,0.747606930682632,283.0521023766,25.1380604686661,..,2.14800341332203,3.02579670028381,..,..,..,..,..,..,..,..
1963,YR1963,Canada,CAN,19.1680447647067,13.1801538150606,1.86284592763531,2.1151982189683,31.8537913942206,..,1.6281512605042,2.14443181865671,..,..,..,..,..,..,-1.868780624939,..
1963,YR1963,Chile,CHL,..,6.9419126211542,2.02601795405329,11.6341865582113,25.0483504211949,..,..,43.8204273483921,..,..,..,..,..,..,..,..
1963,YR1963,Czech Republic,CZE,..,15.3490992179211,0.477058972393582,125.154458392649,10.5747110985416,..,..,..,..,..,..,..,..,..,..,..
1963,YR1963,Denmark,DNK,..,17.1671262662395,0.787727452841454,110.561316969554,28.5196893659343,..,6.1050328230293,..,..,..,..,..,..,..,..,..
1963,YR1963,Estonia,EST,..,16.3788598646157,1.37847716433837,29.6970276008493,..,..,..,..,..,..,..,..,..,..,..,..
1963,YR1963,Finland,FIN,..,12.1744488909001,0.706977468183943,14.8504842575265,10.3137769274662,..,4.99638188645286,5.14661010790778,..,..,..,..,..,..,..,..
1963,YR1963,France,FRA,..,19.190736286345,1.40485788455825,88.7246907222143,21.7322205568806,..,4.99915289796852,5.52601758936883,..,..,..,..,..,..,..,..
1963,YR1963,Germany,DEU,..,18.3980205273101,0.925875063469895,214.001526651963,9.38744125911122,..,2.96696086316878,..,..,..,..,..,..,..,..,..
1963,YR1963,Greece,GRC,..,11.3517463589372,0.370892005189515,65.7845228859581,23.4835384819494,..,3.1846627279161,1.110563711883,..,..,..,..,..,..,..,..
1963,YR1963,Hungary,HUN,..,14.8246169909057,0.260182925848219,112.050949683439,18.3476380278366,..,..,..,..,..,..,..,..,..,..,..
1963,YR1963,Ireland,IRL,..,19.5131614818405,0.583614784297507,41.4087676005226,24.3364240267821,..,2.45362058668927,..,..,..,..,..,..,..,..,..
1963,YR1963,Israel,ISR,14.8156399688092,8.74140035865531,3.68192274450533,109.935304990758,46.3040773434216,..,6.58113736464058,7.69745662169427,..,..,..,..,..,..,0,..
1963,YR1963,Italy,ITA,..,15.1756605414092,0.729553242231653,174.261330794601,16.6401525794115,..,7.45471822539107,8.45785990027889,..,..,..,..,..,..,..,..
1963,YR1963,Japan,JPN,..,8.93597180510415,1.0134602261801,261.521679847287,44.7619228362878,..,6.70690556397991,5.51046905914609,..,..,..,..,..,..,..,..
1963,YR1963,Korea,PRK,..,5.40098527668683,1.61878815689292,100.203205713811,5.92806677702017,..,..,..,..,..,..,..,..,..,..,..
1963,YR1963,Korea,KOR,10.5449917074864,6.55209431331879,2.78482005271866,282.622299398715,23.7590606354024,..,20.6916473186477,30.0046516124464,..,..,..,..,..,..,..,..
1963,YR1963,Latvia,LVA,..,15.9540033381407,1.33561309771935,35.5476075631873,..,..,..,..,..,..,..,..,..,..,..,..
1963,YR1963,Lithuania,LTU,..,13.2724872834975,1.23563344312338,46.25,..,..,..,..,..,..,..,..,..,..,..,..
