"idcode","Year","Country_Code","Finreform","Finreform_n","ai01","ai02","ai30","ai31","di01","di12","di14","dm01","dm02","dm03","dm05","dm12","ei01","si02","si04","sm01","oi02","oi08","oi09","oi19","om01","om02","Financial_Development_Index","Financial Institutions Access Index","Financial Institutions Depth Index","Financial Institutions Efficiency Index","Financial Institutions Index","Financial Markets Access Index","Financial Markets Depth Index","Financial Markets Efficiency Index","Financial Markets Index","Inflation","Inflation_OECD","Inflation_WDI","Current_Account_Balance","Current_Account_OECD","Current_Account_WDI","Fiscal_Account_Balance","Fiscal_Account_Balance_OECD","Fiscal_Account_Balance_WDI","CPI","Nominal_Interest_Rate","GDP","Disposable_Income","Birth_Rate","House_Prices","Household_Debt","Net_National_Savings","Educ_Spending_GDP","Educ_Spending_Total","Social_Expenditure","Nominal_Share_Prices","Labour_Share","Gini_SWIID9","gini_disp_se","gini_mkt","gini_mkt_se","Private_Credit","Dependency_Ratio","Pop_Growth","Pop_Density","Pop_Urban","Market_Cap","GDP_Deflator","Net_National_Savings_GNI","Unemployment_Benefits","Social_Insurance","Health_Expenditure","Public_Educ_Spending_Tertiary","Public_Educ_Spending_Total","Top_1_Wealth","Top_10_Wealth","Top_1_Income","Top_10_Income","D_Disposable_Income","D_House_Prices","Interest_Rate","Share_Prices","Top_1Percent_Wealth","Top_10Percent_Wealth","Top_1Percent_Income","Top_10Percent_Income","Delta_Disposable_Income","Delta_House_Prices","Household_Savings","D_GDP","Cent_Union","Cent_Bargaining","Social_Transfers_Cash","Social_Transfers_Kind","Unemployment_Spending","Health_Spending","Pension_Spending_Public","Pension_Spending_Private","D_Household_Savings","D_Top_1Percent_Income","Nominal_Delta_Share_Prices","Delta_Share_Prices"
"1",1980,"AUS",2,0.0952381,NA,NA,NA,NA,25.91,25.91,27.88,39.84,3.3,NA,0.82,NA,NA,NA,72.74,NA,34.44,0.02,3.59,0,68.54,NA,0.29,0.37,0.45,0.37,0.45,0.11,0.11,0.1,0.11,10.13584,10.13584,10.1358411703239,-2.3606060395,-2.3606060395,NA,-0.937959511043118,NA,-0.937959511043118,0.2289669327,11.6475,25245.7381817622,8154.26413309531,1.89,31.7105589029886,NA,10.2827898431861,NA,NA,10.262,11.57022,67.2304034233093,27.7,0.89,40.4,1.11,27.8327416935256,14.7886255920205,1.21894271014757,1.91244809497156,62.070283147291,39.7704395896149,10.0161833028378,NA,NA,NA,NA,NA,5.64446020126343,NA,NA,0.058,0.2445,0.129890920468349,0.024554410553631,1.51166,1.43438,NA,NA,5.8,24.45,12.9890920468349,2.4554410553631,15.0565042067009,1.29511698120234,49.63658791,0.084852814,6.35194541040614,9.64109966537629,0.654,5.82,3.592,NA,-0.737855878766339,0.519930675909883,51.4558531599936,41.3200131599936
"1",1981,"AUS",3,0.1428571,NA,NA,NA,NA,25.66,25.66,27.96,30.79,4.41,NA,0.73,NA,NA,NA,73.81,NA,33.03,0.19,3.23,0,65.79,NA,0.3,0.37,0.45,0.37,0.45,0.13,0.1,0.18,0.13,9.487666,9.487666,9.48766603415561,-4.2304514749,-4.2304514749,NA,-0.0747982415851978,NA,-0.0747982415851978,0.2506905506,13.9583333333,26097.0783280108,9221.45988194983,1.94,33.4218845333165,NA,8.79676210940387,NA,NA,10.134,11.70298,67.7482724189758,28.1,0.5,40.7,0.75,27.9154911095073,14.9482724502234,1.58685256936818,1.94303789229788,61.7277617739666,30.7310495013451,9.52941275340409,NA,NA,NA,NA,NA,5.64446020126343,NA,NA,0.0559,0.2436,0.130875788597912,0.0539670598542057,4.4706673333,2.215314,NA,NA,5.59,24.36,13.0875788597912,5.39670598542057,14.3228374514388,3.37221332218211,49.05454209,0.084852814,6.34049011749859,9.93366189737206,0.697,5.829,3.554,NA,-4.87275628651956,-3.62068965517241,1.14742848450591,-8.34023751549409
"1",1982,"AUS",6,0.2857143,NA,NA,NA,NA,25.74,25.74,27.08,21.43,2.54,NA,1.03,NA,NA,NA,75.37,NA,32.76,0.16,3.54,0,61.34,NA,0.29,0.37,0.45,0.37,0.45,0.13,0.07,0.15,0.11,11.35182,11.35182,11.3518197573657,-4.1462446078,-4.1462446078,NA,0.247275703883081,NA,0.247275703883081,0.2791484901,15.375,25555.129863456,9517.2425773934,1.93,31.3815922009871,NA,5.16991149508394,NA,NA,11.109,8.965257,67.5740718841553,28.2,0.76,41.3,0.98,27.0373528425337,15.0697439094119,1.66753573306185,1.9757103992294,61.5127816576624,21.3935114156108,11.7115030089482,NA,NA,NA,NA,NA,5.4701099395752,NA,NA,0.0561,0.2482,0.032075473865319,-0.0610465974860137,4.02318,-2.386563,NA,NA,5.61,24.82,3.2075473865319,-6.10465974860137,11.8847293124094,-2.07666336339693,49.3651205,0.084852814,7.21866572374011,10.2089391548493,1.189,6.095,3.674,NA,-17.0225218801494,0.357781753130599,-23.3933835655534,-34.7452035655534
"1",1983,"AUS",7,0.3333333,NA,NA,NA,NA,27.23,27.23,28.83,30.52,5.27,NA,1.62,NA,NA,NA,75.6,NA,34.22,0.39,4.56,0,60.51,NA,0.32,0.39,0.48,0.4,0.48,0.16,0.1,0.21,0.16,10.03891,10.03891,10.0389105058366,-3.2206871268,-3.2206871268,NA,-1.71521155155398,NA,-1.71521155155398,0.3071719572,13.8875,25161.0746371155,10165.6700081661,1.92,30.3499596922506,NA,7.63779085542135,NA,NA,11.612,11.62757,64.6006941795349,28.7,0.83,41.9,1.06,28.7771333273521,15.1789385008711,1.25054826434538,2.00057274514143,61.5564187650465,30.4714088008824,10.1581344366299,NA,NA,NA,NA,NA,5.36276006698608,NA,NA,0.056,0.2438,0.0681318591493014,-0.0328738102939229,3.84859,1.58866,NA,NA,5.6,24.38,6.81318591493014,-3.28738102939229,13.8002045105948,-1.54198091907959,47.32273447,0.494360911,7.42400568846308,10.1246222504982,1.365,6.041,3.626,NA,16.1171125385697,-0.178253119429602,29.6958915957457,19.6569815957457
"1",1984,"AUS",10,0.4761905,NA,NA,NA,NA,28.79,28.79,30.36,25.84,5.23,NA,2.53,NA,NA,NA,78.23,12.5,33.82,0.4,5.29,0,64.91,-0.47,0.36,0.41,0.5,0.43,0.51,0.26,0.1,0.25,0.2,3.960396,3.960396,3.96039603960395,-4.2259349069,-4.2259349069,NA,-3.21145551678003,NA,-3.21145551678003,0.3193371832,13.525,26495.8764255224,10697.389495593,1.84,31.8161137682341,NA,8.55938899130893,NA,NA,11.993,13.21127,64.459490776062,29.1,0.68,42.6,0.95,30.3032287641627,15.3103984283288,1.13222184499641,2.02335238144826,61.6758878023675,25.7960916113882,7.85944984750479,NA,NA,NA,NA,NA,5.36276006698608,NA,NA,0.0599,0.2482,0.05230540505444,0.0483082709450141,9.564604,9.250874,NA,NA,5.99,24.82,5.23054050544401,4.83082709450141,14.3057762423108,5.30502694204449,46.39254518,0.494360911,7.25317950504218,10.4921542474109,1.27,6.012,3.559,NA,3.66350898153618,6.96428571428572,13.6202147138224,9.65981871382241
"1",1985,"AUS",13,0.6190476,NA,NA,NA,NA,34.92,34.92,37.11,32.96,8.47,NA,4.67,NA,NA,NA,84.65,11.69,36.19,0.74,8.95,0,65.24,20.83,0.45,0.5,0.61,0.53,0.62,0.36,0.14,0.32,0.27,6.734694,6.734694,6.73469387755101,-4.9654602823,-4.9654602823,NA,-2.49772740788568,NA,-2.49772740788568,0.3408435649,13.9541666667,27467.1145018123,11282.5577475106,1.92,32.8796858114296,NA,6.45726735042997,NA,NA,12.084,16.51881,64.1788065433502,29.2,0.67,43,1,37.0373044933606,15.4838842772992,1.36734607483574,2.05120862241777,61.649993654017,32.8952073398354,4.63158958897274,NA,NA,NA,NA,NA,5.39561986923218,NA,NA,0.0633,0.2531,0.0547019674434282,0.0334287226574289,7.2194726667,9.784116,NA,NA,6.33,25.31,5.47019674434282,3.34287226574289,11.5696952901912,3.66561973905624,46.13356675,0.50294986,7.02685701573372,11.1466971470654,1.2,6.064,3.398,NA,-19.1257077265571,5.67612687813021,25.0357459956537,18.3010519956537
"1",1986,"AUS",12,0.5714286,NA,NA,NA,NA,38.75,38.75,40.39,65.54,12.45,NA,8.18,NA,NA,NA,97.97,12.17,36.41,1.43,14.06,0,72.54,34.98,0.49,0.56,0.68,0.59,0.69,0.35,0.26,0.23,0.29,9.05035,9.05035,9.05035054174635,-5.0672227728,-5.0672227728,NA,-1.91589251056713,NA,-1.91589251056713,0.3718277276,13.4166666667,27565.409548374,11370.3830643753,1.87,32.5242516422045,NA,5.34585042379691,NA,NA,11.918,22.2822,63.194215297699,29.4,0.84,43.2,1.1,40.3155181539925,15.6739062982749,1.63898886728063,2.08510472124234,61.4602020176797,65.4169790713195,6.45582415761285,NA,NA,NA,NA,NA,5.27070999145508,NA,NA,0.0675,0.2605,0.00778416728104747,-0.0108101449406658,4.3663166667,13.23185,NA,NA,6.75,26.05,0.778416728104747,-1.08101449406658,8.93628948622362,0.357864480286832,45.44134314,0.50294986,6.86949291109698,10.9236886053483,1.209,6.263,3.29,NA,-22.7612373352666,6.63507109004739,34.8898619210464,25.8395119210464
"1",1987,"AUS",14,0.6666667,NA,NA,NA,NA,40.17,40.17,42.87,81.64,30.41,NA,16.8,NA,NA,NA,99.75,20.59,37.62,0.14,23.74,0,87.74,44.99,0.57,0.58,0.7,0.61,0.71,0.37,0.38,0.46,0.41,8.533022,8.533022,8.53302162478083,-3.4206173749,-3.4206173749,NA,-0.784006819881071,NA,-0.784006819881071,0.4033868867,13.1916666667,28587.5326057354,11833.843419305,1.85,31.9125569450082,NA,7.96242244543827,NA,NA,12.172,31.04002,61.3189876079559,29.6,0.96,43.4,1.17,42.7954524809414,15.8817961237423,1.52098662618978,2.11706129674707,61.4300383056954,81.4945996436333,7.0561823886453,NA,NA,NA,NA,NA,5.06071996688843,NA,NA,0.0796,0.2778,0.0407603114429603,-0.0188073411780686,4.6586446667,22.506998,NA,NA,7.96,27.78,4.07603114429603,-1.88073411780686,7.87586313114459,3.7079915521215,44.41653543,0.500529655,6.66391328066969,10.2274933810861,1.042,6.101,3.24,NA,-11.8665174926775,17.9259259259259,39.304108211936,30.771086211936
"1",1988,"AUS",15,0.7142857,NA,NA,NA,NA,43.94,43.94,46.81,58.41,17.38,43.03,16.76,NA,NA,NA,101.78,34.44,39.36,0.88,21.9,0,84.26,-14.61,0.53,0.57,0.74,0.52,0.7,0.37,0.27,0.37,0.34,7.21594,7.21594,7.21593968766826,-3.8798806102,-3.8798806102,NA,0.531362402103258,NA,0.531362402103258,0.4324793747,12.1041666667,29372.8566914048,12737.8742443209,1.83,36.5306485199625,NA,9.03176737426829,NA,NA,11.465,26.97814,60.9080970287323,29.9,0.89,43.6,1.07,46.7324602634004,16.0998921235089,1.63620665679268,2.1519857334392,61.3321457519265,58.3074169240774,7.19857603182091,NA,NA,NA,NA,NA,4.90948009490967,NA,NA,0.0981,0.2948,0.076393678113158,0.144710797787598,4.8882266667,19.7622,NA,NA,9.81,29.48,7.6393678113158,14.4710797787598,8.69081491208871,2.74708592903132,42.78724497,0.500529655,6.1630607505195,9.75295060370235,0.831,6.057,2.892,NA,10.3474599212046,23.2412060301508,-13.0859451765817,-20.3018851765817
"1",1989,"AUS",15,0.7142857,NA,NA,NA,NA,56.23,56.23,59.37,46.9,14.55,37.45,16.01,NA,NA,NA,102.91,14.94,46.63,-0.15,19.72,0,74.82,7.24,0.56,0.63,0.87,0.61,0.8,0.29,0.24,0.38,0.3,7.533903,7.533903,7.53390256152692,-6.0200780786,-6.0200780786,-6.11809646779737,0.4024880123,0.4024880123,1.67271048092464,0.4652627008,13.4083333333,30124.8926129261,13589.7514156209,1.84,42.8130118905898,NA,7.68744021415383,NA,NA,11.604,28.96189,61.8466675281525,30.1,0.62,43.8,0.77,59.2758288174496,16.3204114880821,1.69256678030677,2.18871952410086,61.1991328860976,46.8207349699167,9.24600913719451,9.2945603,NA,NA,NA,NA,4.74096012115479,NA,NA,0.0804,0.2736,0.0668774989421649,0.171975139373566,5.8744303333,21.427987,NA,NA,8.04,27.36,6.68774989421649,17.1975139373566,8.65973548921377,2.56030909564668,41.42173125,0.517037895,6.15840561189809,9.69179546628634,0.76,6.109,2.843,NA,-0.357612297457972,-18.0428134556575,7.3531755710364,-0.180727428963596
"1",1990,"AUS",15,0.7142857,NA,NA,NA,NA,59.37,59.37,60.68,34.73,12.93,36.85,17.67,NA,NA,NA,114.37,14.56,49.52,-0.22,20.99,0,63.81,-5.87,0.58,0.69,0.87,0.61,0.83,0.27,0.21,0.46,0.31,7.333022,7.333022,7.33302195235869,-4.8587991638,-4.8587991638,-4.98909267100106,-0.5344630691,-0.5344630691,1.65633056413121,0.4989144594,13.18,30096.5108925136,14022.7828462317,1.9,40.8295384353447,NA,3.73452977003273,NA,NA,13.141,26.76051,62.6008689403534,30,0.85,44,1.06,60.5758226656022,16.5421816265515,1.47997801595662,2.22135298022728,61.1993307979443,34.6696837906513,6.10235276739392,7.7387599,NA,NA,NA,NA,4.66854000091553,NA,NA,0.075,0.2671,0.0318645586197439,-0.0463287530509167,5.846978,19.427488,NA,NA,7.5,26.71,3.18645586197439,-4.63287530509167,7.66969004233245,-0.0942135156369739,41.31773624,0.517037895,7.01485671899873,10.3722488337873,1.1,6.468,3.08,NA,-11.4327446619413,-6.71641791044775,-7.60095421949327,-14.9339762194933
"1",1991,"AUS",15,0.7142857,NA,NA,NA,NA,60.05,60.05,60.24,44.52,14.04,33.84,17.48,NA,NA,NA,120.36,14.52,49.53,-0.2,20.41,0,56.01,1.49,0.57,0.71,0.87,0.59,0.84,0.23,0.23,0.39,0.28,3.176675,3.176675,3.17667536988686,-3.2981311711,-3.2981311711,-3.24825581308524,-2.9842178707,-2.9842178707,0.0932006849166612,0.5154146765,10.6908333333,29318.589660772,14408.2252167687,1.85,40.377018402309,NA,0.993804669889562,NA,NA,14.306,27.82293,61.7311120033264,30.1,1.01,44.4,1.2,60.1289398963955,16.8357701477976,1.27457757809254,2.24984705101337,61.3258562832678,44.4373338968724,3.04300121343985,3.8309473,NA,NA,NA,NA,4.7863302230835,NA,NA,0.0734,0.2722,0.0274868672476505,-0.011083153285024,7.5141583333,24.646255,NA,NA,7.34,27.22,2.74868672476505,-1.1083153285024,5.8366362096091,-2.58475553701179,41.9990381,0.513047135,7.95752583750372,10.8692364763646,1.595,6.764,3.202,NA,-23.8999727838531,-2.13333333333334,3.97010370878582,0.793428708785818
"1",1992,"AUS",17,0.8095238,NA,NA,NA,NA,60.68,60.68,61.98,41.6,12.94,30.86,17.04,NA,NA,NA,115.17,12.53,51.29,-0.25,19.27,0,59.33,3.52,0.55,0.7,0.87,0.51,0.81,0.24,0.21,0.38,0.28,1.012231,1.012231,1.01223112610711,-3.2855754097,-3.2855754097,-3.1686419716586,-4.560225905,-4.560225905,-2.73402611395438,0.5204081633,9.22,29861.0393253209,14959.5696027966,1.89,40.2332965302001,NA,2.84612510073883,NA,NA,15.285,28.80249,60.7275784015656,30.2,1.05,44.8,1.22,61.8686207238754,17.1233546790782,1.21339077499647,2.2773127839319,61.2349699914261,41.5242369158503,1.50397648699278,1.2274396,NA,NA,NA,NA,4.68387985229492,NA,NA,0.0766,0.2763,0.0382659472442331,-0.0035594969068018,8.207769,27.790259,NA,NA,7.66,27.63,3.82659472442331,-0.35594969068018,6.08159955196253,1.85019017226021,39.16458626,0.513047135,8.22366495729574,10.7530536808504,1.72,6.828,3.203,NA,4.19699521361527,4.35967302452316,3.52069318364385,2.50846218364385
"1",1993,"AUS",17,0.8095238,NA,NA,NA,NA,61.87,61.87,63.4,65.63,21.42,28.48,15.34,NA,NA,NA,116.19,11.71,51.5,-0.02,18.86,0,60.56,15.59,0.62,0.74,0.88,0.62,0.86,0.32,0.34,0.4,0.36,1.753653,1.753653,1.75365344467641,-3.0646380813,-3.0646380813,-2.97620677331217,-2.9978196077,-2.9978196077,-3.82289776641199,0.5295267043,7.2808333333,30809.7630863949,15526.834178122,1.86,40.4325017559211,NA,4.34681045309011,NA,NA,15.545,32.66813,60.1339638233185,30.4,0.95,45.1,1.16,63.2816923222382,17.3917647035848,0.9783366810892,2.29970191218776,61.2879945661403,65.5064437424868,0.89146476974291,3.2000108,NA,NA,NA,NA,5.50633001327515,NA,NA,0.0816,0.2819,0.0379198459840284,0.00495125289004031,5.5271803333,30.914477,NA,NA,8.16,28.19,3.79198459840284,0.495125289004031,6.00218299363993,3.17712907021801,37.72140882,0.105830052,8.45981080884149,10.4871650900737,1.732,6.844,3.301,NA,-1.30584984499632,6.52741514360313,13.4212007364641,11.6675477364641
"1",1994,"AUS",20,0.952381,NA,NA,NA,NA,64.68,64.68,66.89,67.93,30.91,33.07,16.46,NA,NA,NA,114.86,13.14,53.57,0.8,20.79,0,64.07,13.89,0.68,0.77,0.88,0.64,0.88,0.4,0.42,0.56,0.46,1.969635,1.969635,1.96963479688142,-4.558119286,-4.558119286,-4.91409183162469,-2.6834172938,-2.6834172938,-3.64345138850194,0.5399478941,9.0416666667,31960.7501051614,16272.1717563561,1.84,41.2243937236623,NA,3.60457630436581,NA,NA,15.271,36.48568,60.4075372219086,30.6,0.67,45.5,0.91,66.7688721823847,17.6226481721074,1.05850884158683,2.32417375004881,61.294516942033,67.8005632326657,1.02143747219925,5.138469,NA,NA,NA,NA,5.24494981765747,NA,NA,0.0857,0.2864,0.0480031904561918,0.0195855297928784,7.0720316667,34.516045,NA,NA,8.57,28.64,4.80031904561918,1.95855297928784,4.71866973636932,3.73578665807644,33.7840752,0.105830052,8.04203354530392,10.6581313356569,1.496,6.876,3.164,NA,-21.3841073927712,5.02450980392157,11.6858540724553,9.71621907245534
"1",1995,"AUS",20,0.952381,NA,NA,NA,NA,67.74,67.74,69.95,66.78,26.74,30.71,16.06,NA,NA,NA,118.12,12.76,54.96,0.5,19.97,0,62.47,-0.58,0.67,0.77,0.89,0.66,0.88,0.4,0.41,0.49,0.44,4.627767,4.627767,4.62776659959758,-4.9814373364,-4.9814373364,-5.07432364015925,-1.7636484427,-1.7636484427,-3.22537027581739,0.5646982197,9.2108952768,32598.1806206871,16972.1865291544,1.82,40.5902315785065,95.74824,4.33663238977292,NA,NA,16.913,36.34457,60.7523500919342,30.8,0.63,46.2,0.86,69.8212023192313,17.810715469264,1.20801981192904,2.35242049906929,61.2111553784861,66.6506656476472,2.27068929436828,4.2089547,NA,NA,NA,26.57506,5.13413000106812,0.2201,0.5563,0.084,0.282,0.043019136184134,-0.0153831769948336,4.5831282768,31.716803,22.01,55.63,8.4,28.2,4.3019136184134,-1.53831769948336,4.77353039678739,1.99441663111267,31.38259921,0.12,8.07739162675262,10.5953813209846,1.19,6.921,4.344,NA,1.16262979786927,-1.98366394399066,-0.386754474632252,-5.01452147463225
"1",1996,"AUS",20,0.952381,NA,NA,NA,NA,69.82,69.82,71.68,78.06,36.21,34.01,16.74,NA,NA,NA,116.53,11.08,57.58,0.97,20.39,0,61.98,11.06,0.72,0.79,0.89,0.66,0.9,0.43,0.5,0.57,0.51,2.615385,2.615385,2.61538461538462,-3.4703913126,-3.4703913126,-3.59140323789584,-0.7535517344,-0.7535517344,-1.73503128806967,0.57967868,8.2092070575,33483.2532418679,17821.0701643829,1.8,40.1101692105286,99.437,5.73314133574948,NA,NA,17.028,40.20248,61.7958426475525,30.9,0.58,46.4,0.8,71.5418064414834,17.9786228263551,1.31381929938745,2.38353097379691,61.0644475998034,77.9071271990557,2.72595883584287,4.9710682,NA,NA,NA,26.57506,5.23099994659424,0.2194,0.5559,0.0827,0.2786,0.05001616225289,-0.0118270418597981,5.5938220575,37.587095,21.94,55.59,8.27,27.86,5.001616225289,-1.18270418597981,6.31139438469142,2.71509821814755,30.98341752,0.084852814,8.07414558378591,10.4025657205213,1.195,7.062,4.378,NA,32.216490942197,-1.54761904761906,10.6148181145079,7.9994331145079
"1",1997,"AUS",21,1,NA,NA,NA,NA,73.27,73.27,75.51,68.06,34.57,28.42,14.46,NA,NA,NA,118.76,12.35,58.48,-0.93,17.49,0,62.59,12.48,0.74,0.82,0.9,0.67,0.92,0.48,0.49,0.63,0.54,0.2248875,0.2248875,0.224887556221881,-2.9071593598,-2.9071593598,-2.73600643890106,0.41530848,0.41530848,-0.403230880690041,0.5809813287,6.9549185439,34504.6668903419,18412.1140872351,1.78,41.1493206706404,108.561,5.29615754311004,NA,NA,16.786,45.42818,61.1847579479218,30.9,0.65,46.5,0.87,75.3739747634637,18.1075914118632,1.11872568961022,2.41034585996381,60.5148998217854,67.9414812480562,1.26714182084389,5.6389836,NA,NA,NA,26.57506,5.23099994659424,0.2194,0.556,0.0869,0.287,0.0331654562492804,0.0259074314709953,6.7300310439,45.2032925,21.94,55.6,8.69,28.7,3.31654562492804,2.59074314709953,3.37379257571475,3.05052093085391,29.53774227,0.084852814,7.71667102550429,10.5177619802935,1.182,7.079,4.276,NA,-46.5444183951166,5.07859733978235,12.9984518368021,12.7735643368021
"1",1998,"AUS",21,1,NA,NA,NA,NA,77.19,77.19,79.26,82.46,38.99,34,16.8,NA,NA,0.7,122.34,16.39,60.1,-0.24,19.94,0,62.1,4.53,0.77,0.83,0.91,0.67,0.92,0.55,0.59,0.58,0.59,0.8601346,0.8601346,0.860134629768157,-4.9240081367,-4.9240081367,-4.45175981225328,2.2093042486,2.2093042486,1.99221522921259,0.5859748155,5.4929705283,35849.5195608296,19133.6263126025,1.76,43.5485304086571,116.2524,4.1623451501311,NA,NA,17.61,47.5461,61.3369345664978,31.3,0.66,47,0.89,79.1641380200461,18.2125357862277,1.04223571564164,2.43559871392682,60.0184276628721,82.3547331990585,1.18903024202561,5.342786,NA,NA,NA,26.57506,5.23099994659424,0.2198,0.5563,0.0901,0.2896,0.0391868213475615,0.0583049658880155,4.6328359283,46.6859654,21.98,55.63,9.01,28.96,3.91868213475615,5.83049658880155,0.890078956402334,3.89759644619011,27.85240314,0.084852814,7.64054860176125,11.1910636406388,1.118,7.235,4.361,NA,-73.6178518261821,3.68239355581128,4.66212822085324,3.80199362085324
"1",1999,"AUS",21,1,NA,NA,NA,NA,82.08,82.08,84.28,110.09,51.16,43.86,20.61,NA,NA,0.6,121.9,14.8,63.8,0.36,23.17,0,64.3,11.36,0.82,0.84,0.92,0.66,0.93,0.67,0.75,0.57,0.68,1.483129,1.483129,1.48312940304038,-5.4831274506,-5.4831274506,-5.60158621809824,2.8639479585,2.8639479585,0.552724649071384,0.594224924,6.009311943,36910.6519118949,20036.205816419,1.76,46.166254106112,122.4634,4.84115686043384,NA,NA,17.239,52.8114,60.5032026767731,31.6,0.81,47.4,1.03,84.174011054493,18.3195711025371,1.14250518739456,2.46358512424664,59.4684349572017,109.955432144353,0.487575649141377,4.4082578,NA,NA,NA,26.57506,5.23099994659424,0.2217,0.558,0.1002,0.3015,0.0471724224707999,0.0601104944963772,4.526182943,51.328271,22.17,55.8,10.02,30.15,4.71724224707999,6.01104944963772,0.431265026769069,2.95996254361169,25.21205642,0.084852814,7.75159356950502,11.2751276215692,0.988,7.324,4.015,NA,-51.5475538808123,11.2097669256382,11.0740944052193,9.59096540521935
"1",2000,"AUS",21,1,NA,NA,NA,NA,84.59,84.59,87.74,89.78,51.35,37.52,22.63,5.78,2.54,0.5,132.42,13.63,61.29,0.39,24.58,0,69.6,6.67,0.86,0.84,0.92,0.69,0.94,0.77,0.75,0.71,0.75,4.457435,4.457435,4.45743514797225,-4.0292197437,-4.0292197437,-3.72669885802963,0.971224436,0.971224436,2.01202317589562,0.6207121146,6.3145693344,37730.4600640471,21672.7210938582,1.76,48.3495924548933,126.5365,3.90863339397071,0.749979,NA,18.244,58.39363,60.654604434967,31.8,0.64,47.8,0.88,87.6611129749351,18.4502959266276,1.19227232344832,2.49313356677037,58.8963974312118,89.7054115633151,2.55802188068598,4.5921935,NA,NA,7.61383343,26.57506,4.88731002807617,0.2204,0.5577,0.1059,0.3071,0.0816779031136789,0.0472929500358194,1.8571343344,53.936195,22.04,55.77,10.59,30.71,8.16779031136789,4.72929500358194,1.69895302880596,2.22106115630001,24.83061151,0.096953597,8.25300650495127,11.0884291144348,0.926,7.6,4.678,NA,293.946395684829,5.68862275449102,10.5701231173572,6.11268811735724
"1",2001,"AUS",21,1,NA,NA,NA,NA,85.82,85.82,88.65,99.14,63.58,41.8,26.25,4.69,1.79,0.6,126.32,12.66,65.63,-0.67,27.91,0,68.72,1.98,0.9,0.84,0.92,0.68,0.94,0.79,0.87,0.79,0.83,4.407135,4.407135,4.4071353620147,-2.2832295107,-2.2832295107,-2.10690503565061,-0.0732945991,-0.0732945991,0.886060717597344,0.6480677377,5.6152643283,38272.7479072514,22776.7124002494,1.73,51.9738298993957,131.7542,5.17047191623907,0.749979,NA,17.539,60.10427,60.8154714107513,31.8,0.75,48.1,0.95,88.4862914699491,18.5502659413576,1.34835834227145,2.52697759785481,58.2421882243857,98.9571853997466,4.61710000900301,4.3102363,NA,NA,7.69622898,26.57506,4.88731002807617,0.2211,0.5572,0.0965,0.2933,0.0509392107068668,0.074959007108148,1.2081293283,55.697135,22.11,55.72,9.65,29.33,5.09392107068668,7.4959007108148,2.79851326898539,1.43726803830054,24.83061151,0.096953597,8.05170604265074,11.0360399111145,0.885,7.683,4.078,4.3395875852933,64.7198728591226,-8.87629839471199,2.92949761814773,-1.47763738185227
"1",2002,"AUS",21,1,NA,NA,NA,NA,88.34,88.34,91.48,96.31,73.72,48.01,30.35,5.19,1.44,0.4,130.18,12.25,64.74,1.4,32.23,0,68.95,-2.54,0.93,0.84,0.93,0.68,0.94,0.79,0.87,0.94,0.88,2.981575,2.981575,2.98157453936349,-3.8353369502,-3.8353369502,-4.04768674963864,1.7389536876,1.7389536876,-0.441118665288474,0.6678245766,5.8439577112,39361.4424833019,23502.8539465614,1.77,60.0739809181063,150.4648,4.61140671144285,0.749979,NA,17.348,58.74319,60.0817263126373,31.8,0.83,48.1,1.03,91.3223724204233,18.6670890545181,1.22056378534358,2.55800997097223,58.2718177839747,96.1411413498787,2.83581953103764,5.5057874,NA,NA,7.89332151,26.57506,4.88731002807617,0.2222,0.5583,0.1017,0.3016,0.0318808761138,0.155850570073243,2.8623827112,55.761615,22.22,55.83,10.17,30.16,3.18808761138,15.5850570073243,-1.27407804376294,2.84456861756776,24.83061151,0.096953597,7.80364107612366,11.0283984000199,0.773,7.878,3.939,4.3180471274228,-145.526960971847,5.38860103626943,-2.26453128870877,-5.24610628870877
"1",2003,"AUS",21,1,NA,NA,NA,NA,96.15,96.15,99.4,125.52,90.39,61.71,36.16,5.27,1.15,0.3,129.62,11.57,69.15,2.4,38,0,70.62,-3.16,0.92,0.83,0.92,0.7,0.94,0.78,0.9,0.89,0.87,2.732596,2.732596,2.73259596616783,-5.3615763333,-5.3615763333,-6.270498228215,2.5959820703,2.5959820703,0.80372830245106,0.6860616587,5.3667754977,40132.0707821928,24485.0165546904,1.77,69.459960784732,162.0615,5.41304964703293,0.749979,NA,17.546,55.88747,60.151207447052,31.7,0.63,48.1,0.88,99.208581952099,18.8031075122163,1.23399666342628,2.58977129245148,58.2954351257074,125.276255464729,3.0073981807391,5.0576303,NA,NA,7.90449524,26.57506,4.88731002807617,0.222,0.5582,0.1069,0.3029,0.0417890784822195,0.156240351033517,2.6341794977,53.154874,22.2,55.82,10.69,30.29,4.17890784822195,15.6240351033517,-0.705365565207597,1.95782534956086,23.15365525,0.118321596,8.21153701376543,11.1253829359679,0.7,7.883,3.85,4.1449011186576,-44.6371775527716,5.11307767944936,-4.86136350443345,-7.59395950443345
