"LOCATION","Country","VARIABLE","Variable","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"AUS","Australia","CBGDPR","Current account balance as a percentage of GDP","A","Annual","1960","1960","PC","Percentage","0","Units",,,-3.7255241726,,
"AUS","Australia","CBGDPR","Current account balance as a percentage of GDP","A","Annual","1961","1961","PC","Percentage","0","Units",,,-0.1774165856,,
"AUS","Australia","CBGDPR","Current account balance as a percentage of GDP","A","Annual","1962","1962","PC","Percentage","0","Units",,,-0.8948304674,,
"AUS","Australia","CBGDPR","Current account balance as a percentage of GDP","A","Annual","1963","1963","PC","Percentage","0","Units",,,-0.1382716049,,
"AUS","Australia","CBGDPR","Current account balance as a percentage of GDP","A","Annual","1964","1964","PC","Percentage","0","Units",,,-1.2276283838,,
"AUS","Australia","CBGDPR","Current account balance as a percentage of GDP","A","Annual","1965","1965","PC","Percentage","0","Units",,,-3.5971223022,,
"AUS","Australia","CBGDPR","Current account balance as a percentage of GDP","A","Annual","1966","1966","PC","Percentage","0","Units",,,-1.9936671749,,
"AUS","Australia","CBGDPR","Current account balance as a percentage of GDP","A","Annual","1967","1967","PC","Percentage","0","Units",,,-2.496733411,,
"AUS","Australia","CBGDPR","Current account balance as a percentage of GDP","A","Annual","1968","1968","PC","Percentage","0","Units",,,-3.518824253,,
"AUS","Australia","CBGDPR","Current account balance as a percentage of GDP","A","Annual","1969","1969","PC","Percentage","0","Units",,,-1.9155432654,,
"AUS","Australia","CBGDPR","Current account balance as a percentage of GDP","A","Annual","1970","1970","PC","Percentage","0","Units",,,-1.502668532,,
"AUS","Australia","CBGDPR","Current account balance as a percentage of GDP","A","Annual","1971","1971","PC","Percentage","0","Units",,,-1.265733774,,
"AUS","Australia","CBGDPR","Current account balance as a percentage of GDP","A","Annual","1972","1972","PC","Percentage","0","Units",,,1.3170272813,,
"AUS","Australia","CBGDPR","Current account balance as a percentage of GDP","A","Annual","1973","1973","PC","Percentage","0","Units",,,1.0863464359,,
"AUS","Australia","CBGDPR","Current account balance as a percentage of GDP","A","Annual","1974","1974","PC","Percentage","0","Units",,,-2.5773195876,,
"AUS","Australia","CBGDPR","Current account balance as a percentage of GDP","A","Annual","1975","1975","PC","Percentage","0","Units",,,-0.7208073042,,
"AUS","Australia","CBGDPR","Current account balance as a percentage of GDP","A","Annual","1976","1976","PC","Percentage","0","Units",,,-1.3713173494,,
"AUS","Australia","CBGDPR","Current account balance as a percentage of GDP","A","Annual","1977","1977","PC","Percentage","0","Units",,,-2.4279994834,,
"AUS","Australia","CBGDPR","Current account balance as a percentage of GDP","A","Annual","1978","1978","PC","Percentage","0","Units",,,-3.2544991312,,
"AUS","Australia","CBGDPR","Current account balance as a percentage of GDP","A","Annual","1979","1979","PC","Percentage","0","Units",,,-1.5610046909,,
"AUS","Australia","CBGDPR","Current account balance as a percentage of GDP","A","Annual","1980","1980","PC","Percentage","0","Units",,,-2.3606060395,,
"AUS","Australia","CBGDPR","Current account balance as a percentage of GDP","A","Annual","1981","1981","PC","Percentage","0","Units",,,-4.2304514749,,
"AUS","Australia","CBGDPR","Current account balance as a percentage of GDP","A","Annual","1982","1982","PC","Percentage","0","Units",,,-4.1462446078,,
"AUS","Australia","CBGDPR","Current account balance as a percentage of GDP","A","Annual","1983","1983","PC","Percentage","0","Units",,,-3.2206871268,,
"AUS","Australia","CBGDPR","Current account balance as a percentage of GDP","A","Annual","1984","1984","PC","Percentage","0","Units",,,-4.2259349069,,
"AUS","Australia","CBGDPR","Current account balance as a percentage of GDP","A","Annual","1985","1985","PC","Percentage","0","Units",,,-4.9654602823,,
"AUS","Australia","CBGDPR","Current account balance as a percentage of GDP","A","Annual","1986","1986","PC","Percentage","0","Units",,,-5.0672227728,,
"AUS","Australia","CBGDPR","Current account balance as a percentage of GDP","A","Annual","1987","1987","PC","Percentage","0","Units",,,-3.4206173749,,
"AUS","Australia","CBGDPR","Current account balance as a percentage of GDP","A","Annual","1988","1988","PC","Percentage","0","Units",,,-3.8798806102,,
"AUS","Australia","CBGDPR","Current account balance as a percentage of GDP","A","Annual","1989","1989","PC","Percentage","0","Units",,,-6.0200780786,,
"AUS","Australia","CBGDPR","Current account balance as a percentage of GDP","A","Annual","1990","1990","PC","Percentage","0","Units",,,-4.8587991638,,
"AUS","Australia","CBGDPR","Current account balance as a percentage of GDP","A","Annual","1991","1991","PC","Percentage","0","Units",,,-3.2981311711,,
"AUS","Australia","CBGDPR","Current account balance as a percentage of GDP","A","Annual","1992","1992","PC","Percentage","0","Units",,,-3.2855754097,,
"AUS","Australia","CBGDPR","Current account balance as a percentage of GDP","A","Annual","1993","1993","PC","Percentage","0","Units",,,-3.0646380813,,
"AUS","Australia","CBGDPR","Current account balance as a percentage of GDP","A","Annual","1994","1994","PC","Percentage","0","Units",,,-4.558119286,,
"AUS","Australia","CBGDPR","Current account balance as a percentage of GDP","A","Annual","1995","1995","PC","Percentage","0","Units",,,-4.9814373364,,
"AUS","Australia","CBGDPR","Current account balance as a percentage of GDP","A","Annual","1996","1996","PC","Percentage","0","Units",,,-3.4703913126,,
"AUS","Australia","CBGDPR","Current account balance as a percentage of GDP","A","Annual","1997","1997","PC","Percentage","0","Units",,,-2.9071593598,,
"AUS","Australia","CBGDPR","Current account balance as a percentage of GDP","A","Annual","1998","1998","PC","Percentage","0","Units",,,-4.9240081367,,
"AUS","Australia","CBGDPR","Current account balance as a percentage of GDP","A","Annual","1999","1999","PC","Percentage","0","Units",,,-5.4831274506,,
"AUS","Australia","CBGDPR","Current account balance as a percentage of GDP","A","Annual","2000","2000","PC","Percentage","0","Units",,,-4.0292197437,,
"AUS","Australia","CBGDPR","Current account balance as a percentage of GDP","A","Annual","2001","2001","PC","Percentage","0","Units",,,-2.2832295107,,
"AUS","Australia","CBGDPR","Current account balance as a percentage of GDP","A","Annual","2002","2002","PC","Percentage","0","Units",,,-3.8353369502,,
"AUS","Australia","CBGDPR","Current account balance as a percentage of GDP","A","Annual","2003","2003","PC","Percentage","0","Units",,,-5.3615763333,,
"AUS","Australia","CBGDPR","Current account balance as a percentage of GDP","A","Annual","2004","2004","PC","Percentage","0","Units",,,-6.3279817539,,
"AUS","Australia","CBGDPR","Current account balance as a percentage of GDP","A","Annual","2005","2005","PC","Percentage","0","Units",,,-5.9630638612,,
"AUS","Australia","CBGDPR","Current account balance as a percentage of GDP","A","Annual","2006","2006","PC","Percentage","0","Units",,,-5.9065496476,,
"AUS","Australia","CBGDPR","Current account balance as a percentage of GDP","A","Annual","2007","2007","PC","Percentage","0","Units",,,-6.7779267799,,
"AUS","Australia","CBGDPR","Current account balance as a percentage of GDP","A","Annual","2008","2008","PC","Percentage","0","Units",,,-4.7514192188,,
"AUS","Australia","CBGDPR","Current account balance as a percentage of GDP","A","Annual","2009","2009","PC","Percentage","0","Units",,,-4.6410287278,,
"AUS","Australia","CBGDPR","Current account balance as a percentage of GDP","A","Annual","2010","2010","PC","Percentage","0","Units",,,-3.6443513909,,
"AUS","Australia","CBGDPR","Current account balance as a percentage of GDP","A","Annual","2011","2011","PC","Percentage","0","Units",,,-2.9978001921,,
"AUS","Australia","CBGDPR","Current account balance as a percentage of GDP","A","Annual","2012","2012","PC","Percentage","0","Units",,,-4.3549313251,,
"AUS","Australia","CBGDPR","Current account balance as a percentage of GDP","A","Annual","2013","2013","PC","Percentage","0","Units",,,-3.3683742165,,
"AUS","Australia","CBGDPR","Current account balance as a percentage of GDP","A","Annual","2014","2014","PC","Percentage","0","Units",,,-3.0731521041,,
"AUS","Australia","CBGDPR","Current account balance as a percentage of GDP","A","Annual","2015","2015","PC","Percentage","0","Units",,,-4.6664819248,,
"AUS","Australia","CBGDPR","Current account balance as a percentage of GDP","A","Annual","2016","2016","PC","Percentage","0","Units",,,-3.2682441571,,
"AUS","Australia","CBGDPR","Current account balance as a percentage of GDP","A","Annual","2017","2017","PC","Percentage","0","Units",,,-2.5765183857,,
"AUS","Australia","CBGDPR","Current account balance as a percentage of GDP","A","Annual","2018","2018","PC","Percentage","0","Units",,,-2.1672914529,,
"AUS","Australia","CBGDPR","Current account balance as a percentage of GDP","A","Annual","2019","2019","PC","Percentage","0","Units",,,0.613051941,,
"AUS","Australia","CBGDPR","Current account balance as a percentage of GDP","A","Annual","2020","2020","PC","Percentage","0","Units",,,2.6213895965,,
"AUS","Australia","CBGDPR","Current account balance as a percentage of GDP","A","Annual","2021","2021","PC","Percentage","0","Units",,,3.4181006232,,
"AUS","Australia","CBGDPR","Current account balance as a percentage of GDP","A","Annual","2022","2022","PC","Percentage","0","Units",,,0.8560119692,,
"AUS","Australia","CBGDPR","Current account balance as a percentage of GDP","A","Annual","2023","2023","PC","Percentage","0","Units",,,0.6506953118,,
"AUS","Australia","NLGQ","General government net lending as a percentage of GDP","A","Annual","1989","1989","PC","Percentage","0","Units",,,0.4024880123,,
"AUS","Australia","NLGQ","General government net lending as a percentage of GDP","A","Annual","1990","1990","PC","Percentage","0","Units",,,-0.5344630691,,
"AUS","Australia","NLGQ","General government net lending as a percentage of GDP","A","Annual","1991","1991","PC","Percentage","0","Units",,,-2.9842178707,,
"AUS","Australia","NLGQ","General government net lending as a percentage of GDP","A","Annual","1992","1992","PC","Percentage","0","Units",,,-4.560225905,,
"AUS","Australia","NLGQ","General government net lending as a percentage of GDP","A","Annual","1993","1993","PC","Percentage","0","Units",,,-2.9978196077,,
"AUS","Australia","NLGQ","General government net lending as a percentage of GDP","A","Annual","1994","1994","PC","Percentage","0","Units",,,-2.6834172938,,
"AUS","Australia","NLGQ","General government net lending as a percentage of GDP","A","Annual","1995","1995","PC","Percentage","0","Units",,,-1.7636484427,,
"AUS","Australia","NLGQ","General government net lending as a percentage of GDP","A","Annual","1996","1996","PC","Percentage","0","Units",,,-0.7535517344,,
"AUS","Australia","NLGQ","General government net lending as a percentage of GDP","A","Annual","1997","1997","PC","Percentage","0","Units",,,0.41530848,,
"AUS","Australia","NLGQ","General government net lending as a percentage of GDP","A","Annual","1998","1998","PC","Percentage","0","Units",,,2.2093042486,,
"AUS","Australia","NLGQ","General government net lending as a percentage of GDP","A","Annual","1999","1999","PC","Percentage","0","Units",,,2.8639479585,,
"AUS","Australia","NLGQ","General government net lending as a percentage of GDP","A","Annual","2000","2000","PC","Percentage","0","Units",,,0.971224436,,
"AUS","Australia","NLGQ","General government net lending as a percentage of GDP","A","Annual","2001","2001","PC","Percentage","0","Units",,,-0.0732945991,,
"AUS","Australia","NLGQ","General government net lending as a percentage of GDP","A","Annual","2002","2002","PC","Percentage","0","Units",,,1.7389536876,,
"AUS","Australia","NLGQ","General government net lending as a percentage of GDP","A","Annual","2003","2003","PC","Percentage","0","Units",,,2.5959820703,,
"AUS","Australia","NLGQ","General government net lending as a percentage of GDP","A","Annual","2004","2004","PC","Percentage","0","Units",,,1.4490631009,,
"AUS","Australia","NLGQ","General government net lending as a percentage of GDP","A","Annual","2005","2005","PC","Percentage","0","Units",,,2.2543037179,,
"AUS","Australia","NLGQ","General government net lending as a percentage of GDP","A","Annual","2006","2006","PC","Percentage","0","Units",,,2.4772071724,,
"AUS","Australia","NLGQ","General government net lending as a percentage of GDP","A","Annual","2007","2007","PC","Percentage","0","Units",,,2.051167057,,
"AUS","Australia","NLGQ","General government net lending as a percentage of GDP","A","Annual","2008","2008","PC","Percentage","0","Units",,,-0.087560643,,
"AUS","Australia","NLGQ","General government net lending as a percentage of GDP","A","Annual","2009","2009","PC","Percentage","0","Units",,,-4.3163832322,,
"AUS","Australia","NLGQ","General government net lending as a percentage of GDP","A","Annual","2010","2010","PC","Percentage","0","Units",,,-4.2538555534,,
"AUS","Australia","NLGQ","General government net lending as a percentage of GDP","A","Annual","2011","2011","PC","Percentage","0","Units",,,-3.885214975,,
"AUS","Australia","NLGQ","General government net lending as a percentage of GDP","A","Annual","2012","2012","PC","Percentage","0","Units",,,-3.0228168252,,
"AUS","Australia","NLGQ","General government net lending as a percentage of GDP","A","Annual","2013","2013","PC","Percentage","0","Units",,,-1.9431530675,,
"AUS","Australia","NLGQ","General government net lending as a percentage of GDP","A","Annual","2014","2014","PC","Percentage","0","Units",,,-1.7536692596,,
"AUS","Australia","NLGQ","General government net lending as a percentage of GDP","A","Annual","2015","2015","PC","Percentage","0","Units",,,-0.9973008969,,
"AUS","Australia","NLGQ","General government net lending as a percentage of GDP","A","Annual","2016","2016","PC","Percentage","0","Units",,,-1.5704702645,,
"AUS","Australia","NLGQ","General government net lending as a percentage of GDP","A","Annual","2017","2017","PC","Percentage","0","Units",,,-0.6389845477,,
"AUS","Australia","NLGQ","General government net lending as a percentage of GDP","A","Annual","2018","2018","PC","Percentage","0","Units",,,-0.6081838639,,
"AUS","Australia","NLGQ","General government net lending as a percentage of GDP","A","Annual","2019","2019","PC","Percentage","0","Units",,,-1.2467060363,,
"AUS","Australia","NLGQ","General government net lending as a percentage of GDP","A","Annual","2020","2020","PC","Percentage","0","Units",,,-12.6233093215,,
"AUS","Australia","NLGQ","General government net lending as a percentage of GDP","A","Annual","2021","2021","PC","Percentage","0","Units",,,-5.1096621649,,
"AUS","Australia","NLGQ","General government net lending as a percentage of GDP","A","Annual","2022","2022","PC","Percentage","0","Units",,,-1.1284080552,,
"AUS","Australia","NLGQ","General government net lending as a percentage of GDP","A","Annual","2023","2023","PC","Percentage","0","Units",,,-1.1401744497,,
"AUS","Australia","CPI","Consumer price index","A","Annual","1960","1960","IDX","Index","0","Units","2019_20","2019-20",0.0664742708,,
"AUS","Australia","CPI","Consumer price index","A","Annual","1961","1961","IDX","Index","0","Units","2019_20","2019-20",0.067994924,,
"AUS","Australia","CPI","Consumer price index","A","Annual","1962","1962","IDX","Index","0","Units","2019_20","2019-20",0.0677776879,,
"AUS","Australia","CPI","Consumer price index","A","Annual","1963","1963","IDX","Index","0","Units","2019_20","2019-20",0.0682121602,,
"AUS","Australia","CPI","Consumer price index","A","Annual","1964","1964","IDX","Index","0","Units","2019_20","2019-20",0.0701672858,,
"AUS","Australia","CPI","Consumer price index","A","Annual","1965","1965","IDX","Index","0","Units","2019_20","2019-20",0.0725568838,,
"AUS","Australia","CPI","Consumer price index","A","Annual","1966","1966","IDX","Index","0","Units","2019_20","2019-20",0.0749464818,,
"AUS","Australia","CPI","Consumer price index","A","Annual","1967","1967","IDX","Index","0","Units","2019_20","2019-20",0.0775533159,,
"AUS","Australia","CPI","Consumer price index","A","Annual","1968","1968","IDX","Index","0","Units","2019_20","2019-20",0.0795084415,,
"AUS","Australia","CPI","Consumer price index","A","Annual","1969","1969","IDX","Index","0","Units","2019_20","2019-20",0.0821152757,,
"AUS","Australia","CPI","Consumer price index","A","Annual","1970","1970","IDX","Index","0","Units","2019_20","2019-20",0.084939346,,
"AUS","Australia","CPI","Consumer price index","A","Annual","1971","1971","IDX","Index","0","Units","2019_20","2019-20",0.0901530143,,
"AUS","Australia","CPI","Consumer price index","A","Annual","1972","1972","IDX","Index","0","Units","2019_20","2019-20",0.0955839188,,
"AUS","Australia","CPI","Consumer price index","A","Annual","1973","1973","IDX","Index","0","Units","2019_20","2019-20",0.1042733659,,
"AUS","Australia","CPI","Consumer price index","A","Annual","1974","1974","IDX","Index","0","Units","2019_20","2019-20",0.1203488432,,
"AUS","Australia","CPI","Consumer price index","A","Annual","1975","1975","IDX","Index","0","Units","2019_20","2019-20",0.1385966822,,
"AUS","Australia","CPI","Consumer price index","A","Annual","1976","1976","IDX","Index","0","Units","2019_20","2019-20",0.1570617575,,
"AUS","Australia","CPI","Consumer price index","A","Annual","1977","1977","IDX","Index","0","Units","2019_20","2019-20",0.1763957774,,
"AUS","Australia","CPI","Consumer price index","A","Annual","1978","1978","IDX","Index","0","Units","2019_20","2019-20",0.190516129,,
"AUS","Australia","CPI","Consumer price index","A","Annual","1979","1979","IDX","Index","0","Units","2019_20","2019-20",0.2078950234,,
"AUS","Australia","CPI","Consumer price index","A","Annual","1980","1980","IDX","Index","0","Units","2019_20","2019-20",0.2289669327,,
"AUS","Australia","CPI","Consumer price index","A","Annual","1981","1981","IDX","Index","0","Units","2019_20","2019-20",0.2506905506,,
"AUS","Australia","CPI","Consumer price index","A","Annual","1982","1982","IDX","Index","0","Units","2019_20","2019-20",0.2791484901,,
"AUS","Australia","CPI","Consumer price index","A","Annual","1983","1983","IDX","Index","0","Units","2019_20","2019-20",0.3071719572,,
"AUS","Australia","CPI","Consumer price index","A","Annual","1984","1984","IDX","Index","0","Units","2019_20","2019-20",0.3193371832,,
"AUS","Australia","CPI","Consumer price index","A","Annual","1985","1985","IDX","Index","0","Units","2019_20","2019-20",0.3408435649,,
"AUS","Australia","CPI","Consumer price index","A","Annual","1986","1986","IDX","Index","0","Units","2019_20","2019-20",0.3718277276,,
"AUS","Australia","CPI","Consumer price index","A","Annual","1987","1987","IDX","Index","0","Units","2019_20","2019-20",0.4033868867,,
"AUS","Australia","CPI","Consumer price index","A","Annual","1988","1988","IDX","Index","0","Units","2019_20","2019-20",0.4324793747,,
"AUS","Australia","CPI","Consumer price index","A","Annual","1989","1989","IDX","Index","0","Units","2019_20","2019-20",0.4652627008,,
"AUS","Australia","CPI","Consumer price index","A","Annual","1990","1990","IDX","Index","0","Units","2019_20","2019-20",0.4989144594,,
"AUS","Australia","CPI","Consumer price index","A","Annual","1991","1991","IDX","Index","0","Units","2019_20","2019-20",0.5154146765,,
"AUS","Australia","CPI","Consumer price index","A","Annual","1992","1992","IDX","Index","0","Units","2019_20","2019-20",0.5204081633,,
"AUS","Australia","CPI","Consumer price index","A","Annual","1993","1993","IDX","Index","0","Units","2019_20","2019-20",0.5295267043,,
"AUS","Australia","CPI","Consumer price index","A","Annual","1994","1994","IDX","Index","0","Units","2019_20","2019-20",0.5399478941,,
"AUS","Australia","CPI","Consumer price index","A","Annual","1995","1995","IDX","Index","0","Units","2019_20","2019-20",0.5646982197,,
"AUS","Australia","CPI","Consumer price index","A","Annual","1996","1996","IDX","Index","0","Units","2019_20","2019-20",0.57967868,,
"AUS","Australia","CPI","Consumer price index","A","Annual","1997","1997","IDX","Index","0","Units","2019_20","2019-20",0.5809813287,,
"AUS","Australia","CPI","Consumer price index","A","Annual","1998","1998","IDX","Index","0","Units","2019_20","2019-20",0.5859748155,,
"AUS","Australia","CPI","Consumer price index","A","Annual","1999","1999","IDX","Index","0","Units","2019_20","2019-20",0.594224924,,
"AUS","Australia","CPI","Consumer price index","A","Annual","2000","2000","IDX","Index","0","Units","2019_20","2019-20",0.6207121146,,
"AUS","Australia","CPI","Consumer price index","A","Annual","2001","2001","IDX","Index","0","Units","2019_20","2019-20",0.6480677377,,
"AUS","Australia","CPI","Consumer price index","A","Annual","2002","2002","IDX","Index","0","Units","2019_20","2019-20",0.6678245766,,
"AUS","Australia","CPI","Consumer price index","A","Annual","2003","2003","IDX","Index","0","Units","2019_20","2019-20",0.6860616587,,
"AUS","Australia","CPI","Consumer price index","A","Annual","2004","2004","IDX","Index","0","Units","2019_20","2019-20",0.7021276596,,
"AUS","Australia","CPI","Consumer price index","A","Annual","2005","2005","IDX","Index","0","Units","2019_20","2019-20",0.7207989579,,
"AUS","Australia","CPI","Consumer price index","A","Annual","2006","2006","IDX","Index","0","Units","2019_20","2019-20",0.746417716,,
"AUS","Australia","CPI","Consumer price index","A","Annual","2007","2007","IDX","Index","0","Units","2019_20","2019-20",0.7640034737,,
"AUS","Australia","CPI","Consumer price index","A","Annual","2008","2008","IDX","Index","0","Units","2019_20","2019-20",0.7972210161,,
"AUS","Australia","CPI","Consumer price index","A","Annual","2009","2009","IDX","Index","0","Units","2019_20","2019-20",0.8113330439,,
"AUS","Australia","CPI","Consumer price index","A","Annual","2010","2010","IDX","Index","0","Units","2019_20","2019-20",0.8345636127,,
"AUS","Australia","CPI","Consumer price index","A","Annual","2011","2011","IDX","Index","0","Units","2019_20","2019-20",0.8625705601,,
"AUS","Australia","CPI","Consumer price index","A","Annual","2012","2012","IDX","Index","0","Units","2019_20","2019-20",0.8771168042,,
"AUS","Australia","CPI","Consumer price index","A","Annual","2013","2013","IDX","Index","0","Units","2019_20","2019-20",0.8988276162,,
"AUS","Australia","CPI","Consumer price index","A","Annual","2014","2014","IDX","Index","0","Units","2019_20","2019-20",0.9211897525,,
"AUS","Australia","CPI","Consumer price index","A","Annual","2015","2015","IDX","Index","0","Units","2019_20","2019-20",0.934867564,,
"AUS","Australia","CPI","Consumer price index","A","Annual","2016","2016","IDX","Index","0","Units","2019_20","2019-20",0.9468085106,,
"AUS","Australia","CPI","Consumer price index","A","Annual","2017","2017","IDX","Index","0","Units","2019_20","2019-20",0.9656969171,,
"AUS","Australia","CPI","Consumer price index","A","Annual","2018","2018","IDX","Index","0","Units","2019_20","2019-20",0.9843682154,,
"AUS","Australia","CPI","Consumer price index","A","Annual","2019","2019","IDX","Index","0","Units","2019_20","2019-20",1,,
"AUS","Australia","CPI","Consumer price index","A","Annual","2020","2020","IDX","Index","0","Units","2019_20","2019-20",1.0086843248,,
"AUS","Australia","CPI","Consumer price index","A","Annual","2021","2021","IDX","Index","0","Units","2019_20","2019-20",1.0371254885,,
"AUS","Australia","CPI","Consumer price index","A","Annual","2022","2022","IDX","Index","0","Units","2019_20","2019-20",1.0915082246,,
"AUS","Australia","CPI","Consumer price index","A","Annual","2023","2023","IDX","Index","0","Units","2019_20","2019-20",1.1364613341,,
"AUS","Australia","IRL","Long-term interest rate on government bonds","A","Annual","1969","1969","PC","Percentage","0","Units",,,5.8383333333,,
"AUS","Australia","IRL","Long-term interest rate on government bonds","A","Annual","1970","1970","PC","Percentage","0","Units",,,6.6466666667,,
"AUS","Australia","IRL","Long-term interest rate on government bonds","A","Annual","1971","1971","PC","Percentage","0","Units",,,6.7133333333,,
"AUS","Australia","IRL","Long-term interest rate on government bonds","A","Annual","1972","1972","PC","Percentage","0","Units",,,5.8316666667,,
"AUS","Australia","IRL","Long-term interest rate on government bonds","A","Annual","1973","1973","PC","Percentage","0","Units",,,6.9333333333,,
"AUS","Australia","IRL","Long-term interest rate on government bonds","A","Annual","1974","1974","PC","Percentage","0","Units",,,9.0366666667,,
"AUS","Australia","IRL","Long-term interest rate on government bonds","A","Annual","1975","1975","PC","Percentage","0","Units",,,9.7416666667,,
"AUS","Australia","IRL","Long-term interest rate on government bonds","A","Annual","1976","1976","PC","Percentage","0","Units",,,10.0308333333,,
"AUS","Australia","IRL","Long-term interest rate on government bonds","A","Annual","1977","1977","PC","Percentage","0","Units",,,10.2266666667,,
"AUS","Australia","IRL","Long-term interest rate on government bonds","A","Annual","1978","1978","PC","Percentage","0","Units",,,9.06,,
"AUS","Australia","IRL","Long-term interest rate on government bonds","A","Annual","1979","1979","PC","Percentage","0","Units",,,9.7491666667,,
"AUS","Australia","IRL","Long-term interest rate on government bonds","A","Annual","1980","1980","PC","Percentage","0","Units",,,11.6475,,
"AUS","Australia","IRL","Long-term interest rate on government bonds","A","Annual","1981","1981","PC","Percentage","0","Units",,,13.9583333333,,
"AUS","Australia","IRL","Long-term interest rate on government bonds","A","Annual","1982","1982","PC","Percentage","0","Units",,,15.375,,
"AUS","Australia","IRL","Long-term interest rate on government bonds","A","Annual","1983","1983","PC","Percentage","0","Units",,,13.8875,,
"AUS","Australia","IRL","Long-term interest rate on government bonds","A","Annual","1984","1984","PC","Percentage","0","Units",,,13.525,,
"AUS","Australia","IRL","Long-term interest rate on government bonds","A","Annual","1985","1985","PC","Percentage","0","Units",,,13.9541666667,,
"AUS","Australia","IRL","Long-term interest rate on government bonds","A","Annual","1986","1986","PC","Percentage","0","Units",,,13.4166666667,,
"AUS","Australia","IRL","Long-term interest rate on government bonds","A","Annual","1987","1987","PC","Percentage","0","Units",,,13.1916666667,,
"AUS","Australia","IRL","Long-term interest rate on government bonds","A","Annual","1988","1988","PC","Percentage","0","Units",,,12.1041666667,,
"AUS","Australia","IRL","Long-term interest rate on government bonds","A","Annual","1989","1989","PC","Percentage","0","Units",,,13.4083333333,,
"AUS","Australia","IRL","Long-term interest rate on government bonds","A","Annual","1990","1990","PC","Percentage","0","Units",,,13.18,,
"AUS","Australia","IRL","Long-term interest rate on government bonds","A","Annual","1991","1991","PC","Percentage","0","Units",,,10.6908333333,,
"AUS","Australia","IRL","Long-term interest rate on government bonds","A","Annual","1992","1992","PC","Percentage","0","Units",,,9.22,,
"AUS","Australia","IRL","Long-term interest rate on government bonds","A","Annual","1993","1993","PC","Percentage","0","Units",,,7.2808333333,,
"AUS","Australia","IRL","Long-term interest rate on government bonds","A","Annual","1994","1994","PC","Percentage","0","Units",,,9.0416666667,,
"AUS","Australia","IRL","Long-term interest rate on government bonds","A","Annual","1995","1995","PC","Percentage","0","Units",,,9.2108952768,,
"AUS","Australia","IRL","Long-term interest rate on government bonds","A","Annual","1996","1996","PC","Percentage","0","Units",,,8.2092070575,,
"AUS","Australia","IRL","Long-term interest rate on government bonds","A","Annual","1997","1997","PC","Percentage","0","Units",,,6.9549185439,,
"AUS","Australia","IRL","Long-term interest rate on government bonds","A","Annual","1998","1998","PC","Percentage","0","Units",,,5.4929705283,,
"AUS","Australia","IRL","Long-term interest rate on government bonds","A","Annual","1999","1999","PC","Percentage","0","Units",,,6.009311943,,
"AUS","Australia","IRL","Long-term interest rate on government bonds","A","Annual","2000","2000","PC","Percentage","0","Units",,,6.3145693344,,
"AUS","Australia","IRL","Long-term interest rate on government bonds","A","Annual","2001","2001","PC","Percentage","0","Units",,,5.6152643283,,
"AUS","Australia","IRL","Long-term interest rate on government bonds","A","Annual","2002","2002","PC","Percentage","0","Units",,,5.8439577112,,
"AUS","Australia","IRL","Long-term interest rate on government bonds","A","Annual","2003","2003","PC","Percentage","0","Units",,,5.3667754977,,
"AUS","Australia","IRL","Long-term interest rate on government bonds","A","Annual","2004","2004","PC","Percentage","0","Units",,,5.5907745075,,
"AUS","Australia","IRL","Long-term interest rate on government bonds","A","Annual","2005","2005","PC","Percentage","0","Units",,,5.3399731139,,
"AUS","Australia","IRL","Long-term interest rate on government bonds","A","Annual","2006","2006","PC","Percentage","0","Units",,,5.5878722442,,
"AUS","Australia","IRL","Long-term interest rate on government bonds","A","Annual","2007","2007","PC","Percentage","0","Units",,,5.9945208373,,
"AUS","Australia","IRL","Long-term interest rate on government bonds","A","Annual","2008","2008","PC","Percentage","0","Units",,,5.8179439397,,
"AUS","Australia","IRL","Long-term interest rate on government bonds","A","Annual","2009","2009","PC","Percentage","0","Units",,,5.0395118421,,
"AUS","Australia","IRL","Long-term interest rate on government bonds","A","Annual","2010","2010","PC","Percentage","0","Units",,,5.3660416667,,
"AUS","Australia","IRL","Long-term interest rate on government bonds","A","Annual","2011","2011","PC","Percentage","0","Units",,,4.8795833333,,
"AUS","Australia","IRL","Long-term interest rate on government bonds","A","Annual","2012","2012","PC","Percentage","0","Units",,,3.3791666667,,
"AUS","Australia","IRL","Long-term interest rate on government bonds","A","Annual","2013","2013","PC","Percentage","0","Units",,,3.6972916667,,
"AUS","Australia","IRL","Long-term interest rate on government bonds","A","Annual","2014","2014","PC","Percentage","0","Units",,,3.6566666667,,
"AUS","Australia","IRL","Long-term interest rate on government bonds","A","Annual","2015","2015","PC","Percentage","0","Units",,,2.7108333333,,
"AUS","Australia","IRL","Long-term interest rate on government bonds","A","Annual","2016","2016","PC","Percentage","0","Units",,,2.3366666667,,
"AUS","Australia","IRL","Long-term interest rate on government bonds","A","Annual","2017","2017","PC","Percentage","0","Units",,,2.6391666667,,
"AUS","Australia","IRL","Long-term interest rate on government bonds","A","Annual","2018","2018","PC","Percentage","0","Units",,,2.6841666667,,
"AUS","Australia","IRL","Long-term interest rate on government bonds","A","Annual","2019","2019","PC","Percentage","0","Units",,,1.4933333333,,
