"COU","Country","SEX","Sex","IND","Indicator","YEAR","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"CAN","Canada","TOTAL","Total","FAM1","Total fertility rate","1999","1999","CHLD","Children","0","Units",,,1.51,,
"CAN","Canada","TOTAL","Total","FAM1","Total fertility rate","2000","2000","CHLD","Children","0","Units",,,1.49,,
"CAN","Canada","TOTAL","Total","FAM1","Total fertility rate","2001","2001","CHLD","Children","0","Units",,,1.51,,
"CAN","Canada","TOTAL","Total","FAM1","Total fertility rate","2002","2002","CHLD","Children","0","Units",,,1.5,,
"CAN","Canada","TOTAL","Total","FAM1","Total fertility rate","2003","2003","CHLD","Children","0","Units",,,1.53,,
"CAN","Canada","TOTAL","Total","FAM1","Total fertility rate","2004","2004","CHLD","Children","0","Units",,,1.53,,
"CAN","Canada","TOTAL","Total","FAM1","Total fertility rate","2005","2005","CHLD","Children","0","Units",,,1.54,,
"CAN","Canada","TOTAL","Total","FAM1","Total fertility rate","2006","2006","CHLD","Children","0","Units",,,1.59,,
"CAN","Canada","TOTAL","Total","FAM1","Total fertility rate","2007","2007","CHLD","Children","0","Units",,,1.66,,
"CAN","Canada","TOTAL","Total","FAM1","Total fertility rate","2008","2008","CHLD","Children","0","Units",,,1.68,,
"CAN","Canada","TOTAL","Total","FAM1","Total fertility rate","2009","2009","CHLD","Children","0","Units",,,1.67,,
"CAN","Canada","TOTAL","Total","FAM1","Total fertility rate","2010","2010","CHLD","Children","0","Units",,,1.63,,
"CAN","Canada","TOTAL","Total","FAM1","Total fertility rate","2011","2011","CHLD","Children","0","Units",,,1.61,,
"CAN","Canada","TOTAL","Total","FAM1","Total fertility rate","2012","2012","CHLD","Children","0","Units",,,1.61,,
"CAN","Canada","TOTAL","Total","FAM1","Total fertility rate","2013","2013","CHLD","Children","0","Units",,,1.59,,
"CAN","Canada","TOTAL","Total","FAM1","Total fertility rate","2014","2014","CHLD","Children","0","Units",,,1.58,,
"CAN","Canada","TOTAL","Total","FAM1","Total fertility rate","2015","2015","CHLD","Children","0","Units",,,1.56,,
"CAN","Canada","TOTAL","Total","FAM1","Total fertility rate","2016","2016","CHLD","Children","0","Units",,,1.54,,
"CAN","Canada","TOTAL","Total","FAM1","Total fertility rate","2017","2017","CHLD","Children","0","Units",,,1.5,,
"CAN","Canada","TOTAL","Total","FAM1","Total fertility rate","2018","2018","CHLD","Children","0","Units",,,1.5,,
"CAN","Canada","TOTAL","Total","FAM1","Total fertility rate","2019","2019","CHLD","Children","0","Units",,,1.47,,
"CAN","Canada","TOTAL","Total","FAM1","Total fertility rate","2020","2020","CHLD","Children","0","Units",,,1.5,,
"KOR","Korea","TOTAL","Total","FAM1","Total fertility rate","1960","1960","CHLD","Children","0","Units",,,6,,
"KOR","Korea","TOTAL","Total","FAM1","Total fertility rate","1961","1961","CHLD","Children","0","Units",,,5.8,,
"KOR","Korea","TOTAL","Total","FAM1","Total fertility rate","1962","1962","CHLD","Children","0","Units",,,5.6,,
"KOR","Korea","TOTAL","Total","FAM1","Total fertility rate","1963","1963","CHLD","Children","0","Units",,,5.4,,
"KOR","Korea","TOTAL","Total","FAM1","Total fertility rate","1964","1964","CHLD","Children","0","Units",,,5.2,,
"KOR","Korea","TOTAL","Total","FAM1","Total fertility rate","1965","1965","CHLD","Children","0","Units",,,5,,
"KOR","Korea","TOTAL","Total","FAM1","Total fertility rate","1966","1966","CHLD","Children","0","Units",,,4.8,,
"KOR","Korea","TOTAL","Total","FAM1","Total fertility rate","1967","1967","CHLD","Children","0","Units",,,4.66,,
"KOR","Korea","TOTAL","Total","FAM1","Total fertility rate","1968","1968","CHLD","Children","0","Units",,,4.52,,
"KOR","Korea","TOTAL","Total","FAM1","Total fertility rate","1969","1969","CHLD","Children","0","Units",,,4.53,,
"KOR","Korea","TOTAL","Total","FAM1","Total fertility rate","1970","1970","CHLD","Children","0","Units",,,4.53,,
"KOR","Korea","TOTAL","Total","FAM1","Total fertility rate","1971","1971","CHLD","Children","0","Units",,,4.54,,
"KOR","Korea","TOTAL","Total","FAM1","Total fertility rate","1972","1972","CHLD","Children","0","Units",,,4.12,,
"KOR","Korea","TOTAL","Total","FAM1","Total fertility rate","1973","1973","CHLD","Children","0","Units",,,4.07,,
"KOR","Korea","TOTAL","Total","FAM1","Total fertility rate","1974","1974","CHLD","Children","0","Units",,,3.77,,
"KOR","Korea","TOTAL","Total","FAM1","Total fertility rate","1975","1975","CHLD","Children","0","Units",,,3.43,,
"KOR","Korea","TOTAL","Total","FAM1","Total fertility rate","1976","1976","CHLD","Children","0","Units",,,3,,
"KOR","Korea","TOTAL","Total","FAM1","Total fertility rate","1977","1977","CHLD","Children","0","Units",,,2.99,,
"KOR","Korea","TOTAL","Total","FAM1","Total fertility rate","1978","1978","CHLD","Children","0","Units",,,2.64,,
"KOR","Korea","TOTAL","Total","FAM1","Total fertility rate","1979","1979","CHLD","Children","0","Units",,,2.9,,
"KOR","Korea","TOTAL","Total","FAM1","Total fertility rate","1980","1980","CHLD","Children","0","Units",,,2.82,,
"KOR","Korea","TOTAL","Total","FAM1","Total fertility rate","1981","1981","CHLD","Children","0","Units",,,2.57,,
"KOR","Korea","TOTAL","Total","FAM1","Total fertility rate","1982","1982","CHLD","Children","0","Units",,,2.39,,
"KOR","Korea","TOTAL","Total","FAM1","Total fertility rate","1983","1983","CHLD","Children","0","Units",,,2.06,,
"KOR","Korea","TOTAL","Total","FAM1","Total fertility rate","1984","1984","CHLD","Children","0","Units",,,1.74,,
"KOR","Korea","TOTAL","Total","FAM1","Total fertility rate","1985","1985","CHLD","Children","0","Units",,,1.66,,
"KOR","Korea","TOTAL","Total","FAM1","Total fertility rate","1986","1986","CHLD","Children","0","Units",,,1.58,,
"KOR","Korea","TOTAL","Total","FAM1","Total fertility rate","1987","1987","CHLD","Children","0","Units",,,1.53,,
"KOR","Korea","TOTAL","Total","FAM1","Total fertility rate","1988","1988","CHLD","Children","0","Units",,,1.55,,
"KOR","Korea","TOTAL","Total","FAM1","Total fertility rate","1989","1989","CHLD","Children","0","Units",,,1.56,,
"KOR","Korea","TOTAL","Total","FAM1","Total fertility rate","1990","1990","CHLD","Children","0","Units",,,1.57,,
"KOR","Korea","TOTAL","Total","FAM1","Total fertility rate","1991","1991","CHLD","Children","0","Units",,,1.71,,
"KOR","Korea","TOTAL","Total","FAM1","Total fertility rate","1992","1992","CHLD","Children","0","Units",,,1.76,,
"KOR","Korea","TOTAL","Total","FAM1","Total fertility rate","1993","1993","CHLD","Children","0","Units",,,1.65,,
"KOR","Korea","TOTAL","Total","FAM1","Total fertility rate","1994","1994","CHLD","Children","0","Units",,,1.66,,
"KOR","Korea","TOTAL","Total","FAM1","Total fertility rate","1995","1995","CHLD","Children","0","Units",,,1.63,,
"KOR","Korea","TOTAL","Total","FAM1","Total fertility rate","1996","1996","CHLD","Children","0","Units",,,1.57,,
"KOR","Korea","TOTAL","Total","FAM1","Total fertility rate","1997","1997","CHLD","Children","0","Units",,,1.54,,
"KOR","Korea","TOTAL","Total","FAM1","Total fertility rate","1998","1998","CHLD","Children","0","Units",,,1.46,,
"KOR","Korea","TOTAL","Total","FAM1","Total fertility rate","1999","1999","CHLD","Children","0","Units",,,1.43,,
"KOR","Korea","TOTAL","Total","FAM1","Total fertility rate","2000","2000","CHLD","Children","0","Units",,,1.48,,
"KOR","Korea","TOTAL","Total","FAM1","Total fertility rate","2001","2001","CHLD","Children","0","Units",,,1.31,,
"KOR","Korea","TOTAL","Total","FAM1","Total fertility rate","2002","2002","CHLD","Children","0","Units",,,1.18,,
"KOR","Korea","TOTAL","Total","FAM1","Total fertility rate","2003","2003","CHLD","Children","0","Units",,,1.19,,
"KOR","Korea","TOTAL","Total","FAM1","Total fertility rate","2004","2004","CHLD","Children","0","Units",,,1.16,,
"KOR","Korea","TOTAL","Total","FAM1","Total fertility rate","2005","2005","CHLD","Children","0","Units",,,1.09,,
"KOR","Korea","TOTAL","Total","FAM1","Total fertility rate","2006","2006","CHLD","Children","0","Units",,,1.13,,
"KOR","Korea","TOTAL","Total","FAM1","Total fertility rate","2007","2007","CHLD","Children","0","Units",,,1.26,,
"KOR","Korea","TOTAL","Total","FAM1","Total fertility rate","2008","2008","CHLD","Children","0","Units",,,1.19,,
"KOR","Korea","TOTAL","Total","FAM1","Total fertility rate","2009","2009","CHLD","Children","0","Units",,,1.15,,
"KOR","Korea","TOTAL","Total","FAM1","Total fertility rate","2010","2010","CHLD","Children","0","Units",,,1.23,,
"KOR","Korea","TOTAL","Total","FAM1","Total fertility rate","2011","2011","CHLD","Children","0","Units",,,1.24,,
"KOR","Korea","TOTAL","Total","FAM1","Total fertility rate","2012","2012","CHLD","Children","0","Units",,,1.3,,
"KOR","Korea","TOTAL","Total","FAM1","Total fertility rate","2013","2013","CHLD","Children","0","Units",,,1.19,,
"KOR","Korea","TOTAL","Total","FAM1","Total fertility rate","2014","2014","CHLD","Children","0","Units",,,1.21,,
"KOR","Korea","TOTAL","Total","FAM1","Total fertility rate","2015","2015","CHLD","Children","0","Units",,,1.24,,
"KOR","Korea","TOTAL","Total","FAM1","Total fertility rate","2016","2016","CHLD","Children","0","Units",,,1.17,,
"KOR","Korea","TOTAL","Total","FAM1","Total fertility rate","2017","2017","CHLD","Children","0","Units",,,1.05,,
"KOR","Korea","TOTAL","Total","FAM1","Total fertility rate","2018","2018","CHLD","Children","0","Units",,,0.98,,
"KOR","Korea","TOTAL","Total","FAM1","Total fertility rate","2019","2019","CHLD","Children","0","Units",,,0.92,,
"KOR","Korea","TOTAL","Total","FAM1","Total fertility rate","2020","2020","CHLD","Children","0","Units",,,0.84,,
"NZL","New Zealand","TOTAL","Total","FAM1","Total fertility rate","1960","1960","CHLD","Children","0","Units",,,4.24,,
"NZL","New Zealand","TOTAL","Total","FAM1","Total fertility rate","1961","1961","CHLD","Children","0","Units",,,4.31,,
"NZL","New Zealand","TOTAL","Total","FAM1","Total fertility rate","1962","1962","CHLD","Children","0","Units",,,4.19,,
"NZL","New Zealand","TOTAL","Total","FAM1","Total fertility rate","1963","1963","CHLD","Children","0","Units",,,4.05,,
"NZL","New Zealand","TOTAL","Total","FAM1","Total fertility rate","1964","1964","CHLD","Children","0","Units",,,3.8,,
"NZL","New Zealand","TOTAL","Total","FAM1","Total fertility rate","1965","1965","CHLD","Children","0","Units",,,3.54,,
"NZL","New Zealand","TOTAL","Total","FAM1","Total fertility rate","1966","1966","CHLD","Children","0","Units",,,3.41,,
"NZL","New Zealand","TOTAL","Total","FAM1","Total fertility rate","1967","1967","CHLD","Children","0","Units",,,3.35,,
"NZL","New Zealand","TOTAL","Total","FAM1","Total fertility rate","1968","1968","CHLD","Children","0","Units",,,3.34,,
"NZL","New Zealand","TOTAL","Total","FAM1","Total fertility rate","1969","1969","CHLD","Children","0","Units",,,3.28,,
"NZL","New Zealand","TOTAL","Total","FAM1","Total fertility rate","1970","1970","CHLD","Children","0","Units",,,3.17,,
"NZL","New Zealand","TOTAL","Total","FAM1","Total fertility rate","1971","1971","CHLD","Children","0","Units",,,3.18,,
"NZL","New Zealand","TOTAL","Total","FAM1","Total fertility rate","1972","1972","CHLD","Children","0","Units",,,3,,
"NZL","New Zealand","TOTAL","Total","FAM1","Total fertility rate","1973","1973","CHLD","Children","0","Units",,,2.76,,
"NZL","New Zealand","TOTAL","Total","FAM1","Total fertility rate","1974","1974","CHLD","Children","0","Units",,,2.58,,
"NZL","New Zealand","TOTAL","Total","FAM1","Total fertility rate","1975","1975","CHLD","Children","0","Units",,,2.37,,
"NZL","New Zealand","TOTAL","Total","FAM1","Total fertility rate","1976","1976","CHLD","Children","0","Units",,,2.27,,
"NZL","New Zealand","TOTAL","Total","FAM1","Total fertility rate","1977","1977","CHLD","Children","0","Units",,,2.21,,
"NZL","New Zealand","TOTAL","Total","FAM1","Total fertility rate","1978","1978","CHLD","Children","0","Units",,,2.07,,
"NZL","New Zealand","TOTAL","Total","FAM1","Total fertility rate","1979","1979","CHLD","Children","0","Units",,,2.12,,
"NZL","New Zealand","TOTAL","Total","FAM1","Total fertility rate","1980","1980","CHLD","Children","0","Units",,,2.03,,
"NZL","New Zealand","TOTAL","Total","FAM1","Total fertility rate","1981","1981","CHLD","Children","0","Units",,,2.01,,
"NZL","New Zealand","TOTAL","Total","FAM1","Total fertility rate","1982","1982","CHLD","Children","0","Units",,,1.95,,
"NZL","New Zealand","TOTAL","Total","FAM1","Total fertility rate","1983","1983","CHLD","Children","0","Units",,,1.92,,
"NZL","New Zealand","TOTAL","Total","FAM1","Total fertility rate","1984","1984","CHLD","Children","0","Units",,,1.93,,
"NZL","New Zealand","TOTAL","Total","FAM1","Total fertility rate","1985","1985","CHLD","Children","0","Units",,,1.93,,
"NZL","New Zealand","TOTAL","Total","FAM1","Total fertility rate","1986","1986","CHLD","Children","0","Units",,,1.96,,
"NZL","New Zealand","TOTAL","Total","FAM1","Total fertility rate","1987","1987","CHLD","Children","0","Units",,,2.03,,
"NZL","New Zealand","TOTAL","Total","FAM1","Total fertility rate","1988","1988","CHLD","Children","0","Units",,,2.1,,
"NZL","New Zealand","TOTAL","Total","FAM1","Total fertility rate","1989","1989","CHLD","Children","0","Units",,,2.12,,
"NZL","New Zealand","TOTAL","Total","FAM1","Total fertility rate","1990","1990","CHLD","Children","0","Units",,,2.18,,
"NZL","New Zealand","TOTAL","Total","FAM1","Total fertility rate","1991","1991","CHLD","Children","0","Units",,,2.09,,
"NZL","New Zealand","TOTAL","Total","FAM1","Total fertility rate","1992","1992","CHLD","Children","0","Units",,,2.06,,
"NZL","New Zealand","TOTAL","Total","FAM1","Total fertility rate","1993","1993","CHLD","Children","0","Units",,,2.04,,
"NZL","New Zealand","TOTAL","Total","FAM1","Total fertility rate","1994","1994","CHLD","Children","0","Units",,,1.98,,
"NZL","New Zealand","TOTAL","Total","FAM1","Total fertility rate","1995","1995","CHLD","Children","0","Units",,,1.98,,
"NZL","New Zealand","TOTAL","Total","FAM1","Total fertility rate","1996","1996","CHLD","Children","0","Units",,,1.96,,
"NZL","New Zealand","TOTAL","Total","FAM1","Total fertility rate","1997","1997","CHLD","Children","0","Units",,,1.96,,
"NZL","New Zealand","TOTAL","Total","FAM1","Total fertility rate","1998","1998","CHLD","Children","0","Units",,,1.89,,
"NZL","New Zealand","TOTAL","Total","FAM1","Total fertility rate","1999","1999","CHLD","Children","0","Units",,,1.97,,
"NZL","New Zealand","TOTAL","Total","FAM1","Total fertility rate","2000","2000","CHLD","Children","0","Units",,,1.98,,
"NZL","New Zealand","TOTAL","Total","FAM1","Total fertility rate","2001","2001","CHLD","Children","0","Units",,,1.97,,
"NZL","New Zealand","TOTAL","Total","FAM1","Total fertility rate","2002","2002","CHLD","Children","0","Units",,,1.89,,
"NZL","New Zealand","TOTAL","Total","FAM1","Total fertility rate","2003","2003","CHLD","Children","0","Units",,,1.93,,
"NZL","New Zealand","TOTAL","Total","FAM1","Total fertility rate","2004","2004","CHLD","Children","0","Units",,,1.98,,
"NZL","New Zealand","TOTAL","Total","FAM1","Total fertility rate","2005","2005","CHLD","Children","0","Units",,,1.97,,
"NZL","New Zealand","TOTAL","Total","FAM1","Total fertility rate","2006","2006","CHLD","Children","0","Units",,,2.01,,
"NZL","New Zealand","TOTAL","Total","FAM1","Total fertility rate","2007","2007","CHLD","Children","0","Units",,,2.18,,
"NZL","New Zealand","TOTAL","Total","FAM1","Total fertility rate","2008","2008","CHLD","Children","0","Units",,,2.19,,
"NZL","New Zealand","TOTAL","Total","FAM1","Total fertility rate","2009","2009","CHLD","Children","0","Units",,,2.13,,
"NZL","New Zealand","TOTAL","Total","FAM1","Total fertility rate","2010","2010","CHLD","Children","0","Units",,,2.17,,
"NZL","New Zealand","TOTAL","Total","FAM1","Total fertility rate","2011","2011","CHLD","Children","0","Units",,,2.09,,
"NZL","New Zealand","TOTAL","Total","FAM1","Total fertility rate","2012","2012","CHLD","Children","0","Units",,,2.1,,
"NZL","New Zealand","TOTAL","Total","FAM1","Total fertility rate","2013","2013","CHLD","Children","0","Units",,,2.01,,
"NZL","New Zealand","TOTAL","Total","FAM1","Total fertility rate","2014","2014","CHLD","Children","0","Units",,,1.92,,
"NZL","New Zealand","TOTAL","Total","FAM1","Total fertility rate","2015","2015","CHLD","Children","0","Units",,,1.99,,
"NZL","New Zealand","TOTAL","Total","FAM1","Total fertility rate","2016","2016","CHLD","Children","0","Units",,,1.87,,
"NZL","New Zealand","TOTAL","Total","FAM1","Total fertility rate","2017","2017","CHLD","Children","0","Units",,,1.81,,
"NZL","New Zealand","TOTAL","Total","FAM1","Total fertility rate","2018","2018","CHLD","Children","0","Units",,,1.71,,
"NZL","New Zealand","TOTAL","Total","FAM1","Total fertility rate","2019","2019","CHLD","Children","0","Units",,,1.72,,
"NZL","New Zealand","TOTAL","Total","FAM1","Total fertility rate","2020","2020","CHLD","Children","0","Units",,,1.61,,
"AUS","Australia","TOTAL","Total","FAM1","Total fertility rate","1960","1960","CHLD","Children","0","Units",,,3.45,,
"AUS","Australia","TOTAL","Total","FAM1","Total fertility rate","1961","1961","CHLD","Children","0","Units",,,3.55,,
"AUS","Australia","TOTAL","Total","FAM1","Total fertility rate","1962","1962","CHLD","Children","0","Units",,,3.43,,
"AUS","Australia","TOTAL","Total","FAM1","Total fertility rate","1963","1963","CHLD","Children","0","Units",,,3.34,,
"AUS","Australia","TOTAL","Total","FAM1","Total fertility rate","1964","1964","CHLD","Children","0","Units",,,3.15,,
"AUS","Australia","TOTAL","Total","FAM1","Total fertility rate","1965","1965","CHLD","Children","0","Units",,,2.97,,
"AUS","Australia","TOTAL","Total","FAM1","Total fertility rate","1966","1966","CHLD","Children","0","Units",,,2.89,,
"AUS","Australia","TOTAL","Total","FAM1","Total fertility rate","1967","1967","CHLD","Children","0","Units",,,2.85,,
"AUS","Australia","TOTAL","Total","FAM1","Total fertility rate","1968","1968","CHLD","Children","0","Units",,,2.89,,
"AUS","Australia","TOTAL","Total","FAM1","Total fertility rate","1969","1969","CHLD","Children","0","Units",,,2.89,,
"AUS","Australia","TOTAL","Total","FAM1","Total fertility rate","1970","1970","CHLD","Children","0","Units",,,2.86,,
"AUS","Australia","TOTAL","Total","FAM1","Total fertility rate","1971","1971","CHLD","Children","0","Units",,,2.95,,
"AUS","Australia","TOTAL","Total","FAM1","Total fertility rate","1972","1972","CHLD","Children","0","Units",,,2.74,,
"AUS","Australia","TOTAL","Total","FAM1","Total fertility rate","1973","1973","CHLD","Children","0","Units",,,2.49,,
"AUS","Australia","TOTAL","Total","FAM1","Total fertility rate","1974","1974","CHLD","Children","0","Units",,,2.32,,
"AUS","Australia","TOTAL","Total","FAM1","Total fertility rate","1975","1975","CHLD","Children","0","Units",,,2.15,,
"AUS","Australia","TOTAL","Total","FAM1","Total fertility rate","1976","1976","CHLD","Children","0","Units",,,2.06,,
"AUS","Australia","TOTAL","Total","FAM1","Total fertility rate","1977","1977","CHLD","Children","0","Units",,,2.01,,
"AUS","Australia","TOTAL","Total","FAM1","Total fertility rate","1978","1978","CHLD","Children","0","Units",,,1.95,,
"AUS","Australia","TOTAL","Total","FAM1","Total fertility rate","1979","1979","CHLD","Children","0","Units",,,1.91,,
"AUS","Australia","TOTAL","Total","FAM1","Total fertility rate","1980","1980","CHLD","Children","0","Units",,,1.89,,
"AUS","Australia","TOTAL","Total","FAM1","Total fertility rate","1981","1981","CHLD","Children","0","Units",,,1.94,,
"AUS","Australia","TOTAL","Total","FAM1","Total fertility rate","1982","1982","CHLD","Children","0","Units",,,1.93,,
"AUS","Australia","TOTAL","Total","FAM1","Total fertility rate","1983","1983","CHLD","Children","0","Units",,,1.92,,
"AUS","Australia","TOTAL","Total","FAM1","Total fertility rate","1984","1984","CHLD","Children","0","Units",,,1.84,,
"AUS","Australia","TOTAL","Total","FAM1","Total fertility rate","1985","1985","CHLD","Children","0","Units",,,1.92,,
"AUS","Australia","TOTAL","Total","FAM1","Total fertility rate","1986","1986","CHLD","Children","0","Units",,,1.87,,
"AUS","Australia","TOTAL","Total","FAM1","Total fertility rate","1987","1987","CHLD","Children","0","Units",,,1.85,,
"AUS","Australia","TOTAL","Total","FAM1","Total fertility rate","1988","1988","CHLD","Children","0","Units",,,1.83,,
"AUS","Australia","TOTAL","Total","FAM1","Total fertility rate","1989","1989","CHLD","Children","0","Units",,,1.84,,
"AUS","Australia","TOTAL","Total","FAM1","Total fertility rate","1990","1990","CHLD","Children","0","Units",,,1.9,,
"AUS","Australia","TOTAL","Total","FAM1","Total fertility rate","1991","1991","CHLD","Children","0","Units",,,1.85,,
"AUS","Australia","TOTAL","Total","FAM1","Total fertility rate","1992","1992","CHLD","Children","0","Units",,,1.89,,
"AUS","Australia","TOTAL","Total","FAM1","Total fertility rate","1993","1993","CHLD","Children","0","Units",,,1.86,,
"AUS","Australia","TOTAL","Total","FAM1","Total fertility rate","1994","1994","CHLD","Children","0","Units",,,1.84,,
"AUS","Australia","TOTAL","Total","FAM1","Total fertility rate","1995","1995","CHLD","Children","0","Units",,,1.82,,
"AUS","Australia","TOTAL","Total","FAM1","Total fertility rate","1996","1996","CHLD","Children","0","Units",,,1.8,,
"AUS","Australia","TOTAL","Total","FAM1","Total fertility rate","1997","1997","CHLD","Children","0","Units",,,1.78,,
"AUS","Australia","TOTAL","Total","FAM1","Total fertility rate","1998","1998","CHLD","Children","0","Units",,,1.76,,
"AUS","Australia","TOTAL","Total","FAM1","Total fertility rate","1999","1999","CHLD","Children","0","Units",,,1.76,,
"AUS","Australia","TOTAL","Total","FAM1","Total fertility rate","2000","2000","CHLD","Children","0","Units",,,1.76,,
"AUS","Australia","TOTAL","Total","FAM1","Total fertility rate","2001","2001","CHLD","Children","0","Units",,,1.73,,
"AUS","Australia","TOTAL","Total","FAM1","Total fertility rate","2002","2002","CHLD","Children","0","Units",,,1.77,,
"AUS","Australia","TOTAL","Total","FAM1","Total fertility rate","2003","2003","CHLD","Children","0","Units",,,1.77,,
"AUS","Australia","TOTAL","Total","FAM1","Total fertility rate","2004","2004","CHLD","Children","0","Units",,,1.78,,
"AUS","Australia","TOTAL","Total","FAM1","Total fertility rate","2005","2005","CHLD","Children","0","Units",,,1.85,,
"AUS","Australia","TOTAL","Total","FAM1","Total fertility rate","2006","2006","CHLD","Children","0","Units",,,1.88,,
"AUS","Australia","TOTAL","Total","FAM1","Total fertility rate","2007","2007","CHLD","Children","0","Units",,,1.99,,
"AUS","Australia","TOTAL","Total","FAM1","Total fertility rate","2008","2008","CHLD","Children","0","Units",,,2.02,,
"AUS","Australia","TOTAL","Total","FAM1","Total fertility rate","2009","2009","CHLD","Children","0","Units",,,1.97,,
"AUS","Australia","TOTAL","Total","FAM1","Total fertility rate","2010","2010","CHLD","Children","0","Units",,,1.95,,
"AUS","Australia","TOTAL","Total","FAM1","Total fertility rate","2011","2011","CHLD","Children","0","Units",,,1.92,,
"AUS","Australia","TOTAL","Total","FAM1","Total fertility rate","2012","2012","CHLD","Children","0","Units",,,1.93,,
"AUS","Australia","TOTAL","Total","FAM1","Total fertility rate","2013","2013","CHLD","Children","0","Units",,,1.88,,
"AUS","Australia","TOTAL","Total","FAM1","Total fertility rate","2014","2014","CHLD","Children","0","Units",,,1.79,,
"AUS","Australia","TOTAL","Total","FAM1","Total fertility rate","2015","2015","CHLD","Children","0","Units",,,1.79,,
"AUS","Australia","TOTAL","Total","FAM1","Total fertility rate","2016","2016","CHLD","Children","0","Units",,,1.79,,
"AUS","Australia","TOTAL","Total","FAM1","Total fertility rate","2017","2017","CHLD","Children","0","Units",,,1.74,,
"AUS","Australia","TOTAL","Total","FAM1","Total fertility rate","2018","2018","CHLD","Children","0","Units",,,1.74,,
"AUS","Australia","TOTAL","Total","FAM1","Total fertility rate","2019","2019","CHLD","Children","0","Units",,,1.66,,
"AUS","Australia","TOTAL","Total","FAM1","Total fertility rate","2020","2020","CHLD","Children","0","Units",,,1.58,,
"HUN","Hungary","TOTAL","Total","FAM1","Total fertility rate","1960","1960","CHLD","Children","0","Units",,,2.02,,
"HUN","Hungary","TOTAL","Total","FAM1","Total fertility rate","1961","1961","CHLD","Children","0","Units",,,1.94,,
"HUN","Hungary","TOTAL","Total","FAM1","Total fertility rate","1962","1962","CHLD","Children","0","Units",,,1.79,,
"HUN","Hungary","TOTAL","Total","FAM1","Total fertility rate","1963","1963","CHLD","Children","0","Units",,,1.82,,
"HUN","Hungary","TOTAL","Total","FAM1","Total fertility rate","1964","1964","CHLD","Children","0","Units",,,1.8,,
"HUN","Hungary","TOTAL","Total","FAM1","Total fertility rate","1965","1965","CHLD","Children","0","Units",,,1.81,,
"HUN","Hungary","TOTAL","Total","FAM1","Total fertility rate","1966","1966","CHLD","Children","0","Units",,,1.88,,
"HUN","Hungary","TOTAL","Total","FAM1","Total fertility rate","1967","1967","CHLD","Children","0","Units",,,2.01,,
"HUN","Hungary","TOTAL","Total","FAM1","Total fertility rate","1968","1968","CHLD","Children","0","Units",,,2.06,,
"HUN","Hungary","TOTAL","Total","FAM1","Total fertility rate","1969","1969","CHLD","Children","0","Units",,,2.04,,
"HUN","Hungary","TOTAL","Total","FAM1","Total fertility rate","1970","1970","CHLD","Children","0","Units",,,1.97,,
"HUN","Hungary","TOTAL","Total","FAM1","Total fertility rate","1971","1971","CHLD","Children","0","Units",,,1.92,,
"HUN","Hungary","TOTAL","Total","FAM1","Total fertility rate","1972","1972","CHLD","Children","0","Units",,,1.93,,
"HUN","Hungary","TOTAL","Total","FAM1","Total fertility rate","1973","1973","CHLD","Children","0","Units",,,1.95,,
"HUN","Hungary","TOTAL","Total","FAM1","Total fertility rate","1974","1974","CHLD","Children","0","Units",,,2.3,,
"HUN","Hungary","TOTAL","Total","FAM1","Total fertility rate","1975","1975","CHLD","Children","0","Units",,,2.38,,
"HUN","Hungary","TOTAL","Total","FAM1","Total fertility rate","1976","1976","CHLD","Children","0","Units",,,2.26,,
"HUN","Hungary","TOTAL","Total","FAM1","Total fertility rate","1977","1977","CHLD","Children","0","Units",,,2.17,,
"HUN","Hungary","TOTAL","Total","FAM1","Total fertility rate","1978","1978","CHLD","Children","0","Units",,,2.08,,
"HUN","Hungary","TOTAL","Total","FAM1","Total fertility rate","1979","1979","CHLD","Children","0","Units",,,2.02,,
"HUN","Hungary","TOTAL","Total","FAM1","Total fertility rate","1980","1980","CHLD","Children","0","Units",,,1.92,,
"HUN","Hungary","TOTAL","Total","FAM1","Total fertility rate","1981","1981","CHLD","Children","0","Units",,,1.88,,
"HUN","Hungary","TOTAL","Total","FAM1","Total fertility rate","1982","1982","CHLD","Children","0","Units",,,1.78,,
"HUN","Hungary","TOTAL","Total","FAM1","Total fertility rate","1983","1983","CHLD","Children","0","Units",,,1.73,,
"HUN","Hungary","TOTAL","Total","FAM1","Total fertility rate","1984","1984","CHLD","Children","0","Units",,,1.73,,
"HUN","Hungary","TOTAL","Total","FAM1","Total fertility rate","1985","1985","CHLD","Children","0","Units",,,1.83,,
"HUN","Hungary","TOTAL","Total","FAM1","Total fertility rate","1986","1986","CHLD","Children","0","Units",,,1.83,,
"HUN","Hungary","TOTAL","Total","FAM1","Total fertility rate","1987","1987","CHLD","Children","0","Units",,,1.81,,
"HUN","Hungary","TOTAL","Total","FAM1","Total fertility rate","1988","1988","CHLD","Children","0","Units",,,1.79,,
"HUN","Hungary","TOTAL","Total","FAM1","Total fertility rate","1989","1989","CHLD","Children","0","Units",,,1.78,,
"HUN","Hungary","TOTAL","Total","FAM1","Total fertility rate","1990","1990","CHLD","Children","0","Units",,,1.84,,
"HUN","Hungary","TOTAL","Total","FAM1","Total fertility rate","1991","1991","CHLD","Children","0","Units",,,1.86,,
